# This autogenerated file contains solubilities of CO2 and H2O in a respective fluid system.
# The values have been calculated by means of (11)-(14) in https://doi.org/10.1016/S0016-7037(03)00273-4.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min phase pressure = 101325.0, max phase pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C], phase pressure [Pa],         y_H2O [-],         x_CO2 [-]
 2.11010101010e+01,   4.32736167085e+07, 3.63932194890e-03, 2.97054528914e-02
 2.11010101010e+01,   4.37756201005e+07, 3.64488353248e-03, 2.97070488179e-02
 2.11010101010e+01,   4.42776234925e+07, 3.65040327692e-03, 2.97081396835e-02
 2.11010101010e+01,   4.47796268844e+07, 3.65588210499e-03, 2.97087365588e-02
 2.11010101010e+01,   4.52816302764e+07, 3.66132090398e-03, 2.97088502153e-02
 2.11010101010e+01,   4.57836336683e+07, 3.66672052724e-03, 2.97084911389e-02
 2.11010101010e+01,   4.62856370603e+07, 3.67208179599e-03, 2.97076695376e-02
 2.11010101010e+01,   4.67876404523e+07, 3.67740550045e-03, 2.97063953585e-02
 2.11010101010e+01,   4.72896438442e+07, 3.68269240159e-03, 2.97046782915e-02
 2.11010101010e+01,   4.77916472362e+07, 3.68794323226e-03, 2.97025277831e-02
 2.11010101010e+01,   4.82936506281e+07, 3.69315869854e-03, 2.96999530428e-02
 2.11010101010e+01,   4.87956540201e+07, 3.69833948082e-03, 2.96969630542e-02
 2.11010101010e+01,   4.92976574121e+07, 3.70348623507e-03, 2.96935665799e-02
 2.11010101010e+01,   4.97996608040e+07, 3.70859959374e-03, 2.96897721731e-02
 2.11010101010e+01,   5.03016641960e+07, 3.71368016683e-03, 2.96855881834e-02
 2.11010101010e+01,   5.08036675879e+07, 3.71872854292e-03, 2.96810227621e-02
 2.11010101010e+01,   5.13056709799e+07, 3.72374528996e-03, 2.96760838711e-02
 2.11010101010e+01,   5.18076743719e+07, 3.72873095610e-03, 2.96707792901e-02
 2.11010101010e+01,   5.23096777638e+07, 3.73368607070e-03, 2.96651166191e-02
 2.11010101010e+01,   5.28116811558e+07, 3.73861114487e-03, 2.96591032879e-02
 2.11010101010e+01,   5.33136845477e+07, 3.74350667226e-03, 2.96527465613e-02
 2.11010101010e+01,   5.38156879397e+07, 3.74837312984e-03, 2.96460535428e-02
 2.11010101010e+01,   5.43176913317e+07, 3.75321097847e-03, 2.96390311806e-02
 2.11010101010e+01,   5.48196947236e+07, 3.75802066371e-03, 2.96316862704e-02
 2.11010101010e+01,   5.53216981156e+07, 3.76280261616e-03, 2.96240254641e-02
 2.11010101010e+01,   5.58237015075e+07, 3.76755725203e-03, 2.96160552744e-02
 2.11010101010e+01,   5.63257048995e+07, 3.77228497416e-03, 2.96077820703e-02
 2.11010101010e+01,   5.68277082915e+07, 3.77698617175e-03, 2.95992120961e-02
 2.11010101010e+01,   5.73297116834e+07, 3.78166122155e-03, 2.95903514625e-02
 2.11010101010e+01,   5.78317150754e+07, 3.78631048813e-03, 2.95812061531e-02
 2.11010101010e+01,   5.83337184673e+07, 3.79093432399e-03, 2.95717820361e-02
 2.11010101010e+01,   5.88357218593e+07, 3.79553307059e-03, 2.95620848552e-02
 2.11010101010e+01,   5.93377252513e+07, 3.80010705819e-03, 2.95521202443e-02
 2.11010101010e+01,   5.98397286432e+07, 3.80465660646e-03, 2.95418937261e-02
 2.11010101010e+01,   6.03417320352e+07, 3.80918202528e-03, 2.95314107090e-02
 2.11010101010e+01,   6.08437354271e+07, 3.81368361415e-03, 2.95206765048e-02
 2.11010101010e+01,   6.13457388191e+07, 3.81816166355e-03, 2.95096963153e-02
 2.11010101010e+01,   6.18477422111e+07, 3.82261645461e-03, 2.94984752470e-02
 2.11010101010e+01,   6.23497456030e+07, 3.82704825956e-03, 2.94870183092e-02
 2.11010101010e+01,   6.28517489950e+07, 3.83145734222e-03, 2.94753304158e-02
 2.11010101010e+01,   6.33537523869e+07, 3.83584395820e-03, 2.94634163876e-02
 2.11010101010e+01,   6.38557557789e+07, 3.84020835486e-03, 2.94512809614e-02
 2.11010101010e+01,   6.43577591709e+07, 3.84455077221e-03, 2.94389287804e-02
 2.11010101010e+01,   6.48597625628e+07, 3.84887144267e-03, 2.94263644054e-02
 2.11010101010e+01,   6.53617659548e+07, 3.85317059134e-03, 2.94135923168e-02
 2.11010101010e+01,   6.58637693467e+07, 3.85744843655e-03, 2.94006169106e-02
 2.11010101010e+01,   6.63657727387e+07, 3.86170518974e-03, 2.93874425068e-02
 2.11010101010e+01,   6.68677761307e+07, 3.86594105598e-03, 2.93740733463e-02
 2.11010101010e+01,   6.73697795226e+07, 3.87015623374e-03, 2.93605135996e-02
 2.11010101010e+01,   6.78717829146e+07, 3.87435091556e-03, 2.93467673616e-02
 2.11010101010e+01,   6.83737863065e+07, 3.87852528830e-03, 2.93328386512e-02
 2.11010101010e+01,   6.88757896985e+07, 3.88267953246e-03, 2.93187314289e-02
 2.11010101010e+01,   6.93777930905e+07, 3.88681382367e-03, 2.93044495752e-02
 2.11010101010e+01,   6.98797964824e+07, 3.89092833170e-03, 2.92899969125e-02
 2.11010101010e+01,   7.03817998744e+07, 3.89502322118e-03, 2.92753771969e-02
 2.11010101010e+01,   7.08838032663e+07, 3.89909865171e-03, 2.92605941205e-02
 2.11010101010e+01,   7.13858066583e+07, 3.90315477816e-03, 2.92456513110e-02
 2.11010101010e+01,   7.18878100503e+07, 3.90719175036e-03, 2.92305523402e-02
 2.11010101010e+01,   7.23898134422e+07, 3.91120971352e-03, 2.92153007202e-02
 2.11010101010e+01,   7.28918168342e+07, 3.91520880865e-03, 2.91998999016e-02
 2.11010101010e+01,   7.33938202261e+07, 3.91918917208e-03, 2.91843532831e-02
 2.11010101010e+01,   7.38958236181e+07, 3.92315093610e-03, 2.91686642059e-02
 2.11010101010e+01,   7.43978270101e+07, 3.92709422875e-03, 2.91528359589e-02
 2.11010101010e+01,   7.48998304020e+07, 3.93101917420e-03, 2.91368717769e-02
 2.11010101010e+01,   7.54018337940e+07, 3.93492589277e-03, 2.91207748423e-02
 2.11010101010e+01,   7.59038371859e+07, 3.93881450100e-03, 2.91045482877e-02
 2.11010101010e+01,   7.64058405779e+07, 3.94268511153e-03, 2.90881951997e-02
 2.11010101010e+01,   7.69078439698e+07, 3.94653783383e-03, 2.90717186107e-02
 2.11010101010e+01,   7.74098473618e+07, 3.95037277372e-03, 2.90551215085e-02
 2.11010101010e+01,   7.79118507538e+07, 3.95419003348e-03, 2.90384068379e-02
 2.11010101010e+01,   7.84138541457e+07, 3.95798971249e-03, 2.90215774920e-02
 2.11010101010e+01,   7.89158575377e+07, 3.96177190673e-03, 2.90046363232e-02
 2.11010101010e+01,   7.94178609296e+07, 3.96553670919e-03, 2.89875861388e-02
 2.11010101010e+01,   7.99198643216e+07, 3.96928420966e-03, 2.89704297064e-02
 2.11010101010e+01,   8.04218677136e+07, 3.97301449536e-03, 2.89531697460e-02
 2.11010101010e+01,   8.09238711055e+07, 3.97672765023e-03, 2.89358089439e-02
 2.11010101010e+01,   8.14258744975e+07, 3.98042375565e-03, 2.89183499422e-02
 2.11010101010e+01,   8.19278778894e+07, 3.98410289050e-03, 2.89007953415e-02
 2.11010101010e+01,   8.24298812814e+07, 3.98776513078e-03, 2.88831477070e-02
 2.11010101010e+01,   8.29318846734e+07, 3.99141054977e-03, 2.88654095688e-02
 2.11010101010e+01,   8.34338880653e+07, 3.99503921889e-03, 2.88475834105e-02
 2.11010101010e+01,   8.39358914573e+07, 3.99865120630e-03, 2.88296716917e-02
 2.11010101010e+01,   8.44378948492e+07, 4.00224657857e-03, 2.88116768247e-02
 2.11010101010e+01,   8.49398982412e+07, 4.00582539938e-03, 2.87936011957e-02
 2.11010101010e+01,   8.54419016332e+07, 4.00938773070e-03, 2.87754471488e-02
 2.11010101010e+01,   8.59439050251e+07, 4.01293363161e-03, 2.87572170043e-02
 2.11010101010e+01,   8.64459084171e+07, 4.01646315984e-03, 2.87389130384e-02
 2.11010101010e+01,   8.69479118090e+07, 4.01997637045e-03, 2.87205375036e-02
 2.11010101010e+01,   8.74499152010e+07, 4.02347331684e-03, 2.87020926148e-02
 2.11010101010e+01,   8.79519185930e+07, 4.02695405032e-03, 2.86835805577e-02
 2.11010101010e+01,   8.84539219849e+07, 4.03041861997e-03, 2.86650034917e-02
 2.11010101010e+01,   8.89559253769e+07, 4.03386707360e-03, 2.86463635373e-02
 2.11010101010e+01,   8.94579287688e+07, 4.03729945675e-03, 2.86276627917e-02
 2.11010101010e+01,   8.99599321608e+07, 4.04071581317e-03, 2.86089033230e-02
 2.11010101010e+01,   9.04619355528e+07, 4.04411618501e-03, 2.85900871690e-02
 2.11010101010e+01,   9.09639389447e+07, 4.04750061269e-03, 2.85712163396e-02
 2.11010101010e+01,   9.14659423367e+07, 4.05086913507e-03, 2.85522928163e-02
 2.11010101010e+01,   9.19679457286e+07, 4.05422178931e-03, 2.85333185542e-02
 2.11010101010e+01,   9.24699491206e+07, 4.05755861084e-03, 2.85142954843e-02
 2.11010101010e+01,   9.29719525126e+07, 4.06087963355e-03, 2.84952255111e-02
 2.11010101010e+01,   9.34739559045e+07, 4.06418489008e-03, 2.84761105105e-02
 2.11010101010e+01,   9.39759592965e+07, 4.06747441165e-03, 2.84569523320e-02
 2.11010101010e+01,   9.44779626884e+07, 4.07074822736e-03, 2.84377528100e-02
 2.11010101010e+01,   9.49799660804e+07, 4.07400636585e-03, 2.84185137417e-02
 2.11010101010e+01,   9.54819694724e+07, 4.07724885387e-03, 2.83992369076e-02
 2.11010101010e+01,   9.59839728643e+07, 4.08047571665e-03, 2.83799240671e-02
 2.11010101010e+01,   9.64859762563e+07, 4.08368697843e-03, 2.83605769520e-02
 2.11010101010e+01,   9.69879796482e+07, 4.08688266233e-03, 2.83411972697e-02
 2.11010101010e+01,   9.74899830402e+07, 4.09006278970e-03, 2.83217867122e-02
 2.11010101010e+01,   9.79919864322e+07, 4.09322738114e-03, 2.83023469430e-02
 2.11010101010e+01,   9.84939898241e+07, 4.09637645569e-03, 2.82828796094e-02
 2.11010101010e+01,   9.89959932161e+07, 4.09951003167e-03, 2.82633863314e-02
 2.11010101010e+01,   9.94979966080e+07, 4.10262812585e-03, 2.82438687136e-02
 2.11010101010e+01,   1.00000000000e+08, 4.10573075393e-03, 2.82243283396e-02
 2.31111111111e+01,   1.01325000000e+05, 2.80716434999e-02, 6.10379320954e-04
 2.31111111111e+01,   6.03328391960e+05, 4.91975275399e-03, 3.60794655222e-03
 2.31111111111e+01,   1.10533178392e+06, 2.80679116974e-03, 6.42017744155e-03
 2.31111111111e+01,   1.60733517588e+06, 2.02107962539e-03, 9.05188846586e-03
 2.31111111111e+01,   2.10933856784e+06, 1.61594059771e-03, 1.15074401671e-02
 2.31111111111e+01,   2.61134195980e+06, 1.37288278719e-03, 1.37906330645e-02
 2.31111111111e+01,   3.11334535176e+06, 1.21462210903e-03, 1.59045514567e-02
 2.31111111111e+01,   3.61534874372e+06, 1.10718540191e-03, 1.78513163685e-02
 2.31111111111e+01,   4.11735213568e+06, 1.03373609474e-03, 1.96316660068e-02
 2.31111111111e+01,   4.61935552764e+06, 9.85689200931e-04, 2.12441679784e-02
 2.31111111111e+01,   5.12135891960e+06, 9.59613085357e-04, 2.26834981304e-02
 2.31111111111e+01,   5.62336231156e+06, 9.57696907603e-04, 2.39355951699e-02
 2.31111111111e+01,   6.12536570352e+06, 1.00017208517e-03, 2.49541780555e-02
 2.31111111111e+01,   6.62736909548e+06, 2.89209822761e-03, 2.51948718105e-02
 2.31111111111e+01,   7.12937248744e+06, 2.95782486469e-03, 2.54929257172e-02
 2.31111111111e+01,   7.63137587940e+06, 3.00976329782e-03, 2.57438243272e-02
 2.31111111111e+01,   8.13337927136e+06, 3.05315082151e-03, 2.59628838188e-02
 2.31111111111e+01,   8.63538266332e+06, 3.09064559920e-03, 2.61583467469e-02
 2.31111111111e+01,   9.13738605528e+06, 3.12380542052e-03, 2.63353169486e-02
 2.31111111111e+01,   9.63938944724e+06, 3.15362971491e-03, 2.64972409585e-02
 2.31111111111e+01,   1.01413928392e+07, 3.18080131092e-03, 2.66465880560e-02
 2.31111111111e+01,   1.06433962312e+07, 3.20580893968e-03, 2.67852050494e-02
 2.31111111111e+01,   1.11453996231e+07, 3.22901520731e-03, 2.69145189897e-02
 2.31111111111e+01,   1.16474030151e+07, 3.25069697531e-03, 2.70356611924e-02
 2.31111111111e+01,   1.21494064070e+07, 3.27107066460e-03, 2.71495472707e-02
 2.31111111111e+01,   1.26514097990e+07, 3.29030880795e-03, 2.72569310352e-02
 2.31111111111e+01,   1.31534131910e+07, 3.30855126714e-03, 2.73584420822e-02
 2.31111111111e+01,   1.36554165829e+07, 3.32591306341e-03, 2.74546127777e-02
 2.31111111111e+01,   1.41574199749e+07, 3.34248998341e-03, 2.75458981087e-02
 2.31111111111e+01,   1.46594233668e+07, 3.35836268106e-03, 2.76326905945e-02
 2.31111111111e+01,   1.51614267588e+07, 3.37359973647e-03, 2.77153316915e-02
 2.31111111111e+01,   1.56634301508e+07, 3.38825997569e-03, 2.77941206538e-02
 2.31111111111e+01,   1.61654335427e+07, 3.40239425628e-03, 2.78693215137e-02
 2.31111111111e+01,   1.66674369347e+07, 3.41604686023e-03, 2.79411686482e-02
 2.31111111111e+01,   1.71694403266e+07, 3.42925659361e-03, 2.80098712671e-02
 2.31111111111e+01,   1.76714437186e+07, 3.44205766441e-03, 2.80756170679e-02
 2.31111111111e+01,   1.81734471106e+07, 3.45448039006e-03, 2.81385752382e-02
 2.31111111111e+01,   1.86754505025e+07, 3.46655177316e-03, 2.81988989433e-02
 2.31111111111e+01,   1.91774538945e+07, 3.47829597366e-03, 2.82567274009e-02
 2.31111111111e+01,   1.96794572864e+07, 3.48973469934e-03, 2.83121876253e-02
 2.31111111111e+01,   2.01814606784e+07, 3.50088753084e-03, 2.83653959021e-02
 2.31111111111e+01,   2.06834640704e+07, 3.51177219418e-03, 2.84164590413e-02
 2.31111111111e+01,   2.11854674623e+07, 3.52240479060e-03, 2.84654754504e-02
 2.31111111111e+01,   2.16874708543e+07, 3.53279999147e-03, 2.85125360558e-02
 2.31111111111e+01,   2.21894742462e+07, 3.54297120468e-03, 2.85577250984e-02
 2.31111111111e+01,   2.26914776382e+07, 3.55293071711e-03, 2.86011208240e-02
 2.31111111111e+01,   2.31934810302e+07, 3.56268981745e-03, 2.86427960852e-02
 2.31111111111e+01,   2.36954844221e+07, 3.57225890250e-03, 2.86828188665e-02
 2.31111111111e+01,   2.41974878141e+07, 3.58164756944e-03, 2.87212527463e-02
 2.31111111111e+01,   2.46994912060e+07, 3.59086469640e-03, 2.87581573035e-02
 2.31111111111e+01,   2.52014945980e+07, 3.59991851301e-03, 2.87935884771e-02
 2.31111111111e+01,   2.57034979899e+07, 3.60881666238e-03, 2.88275988842e-02
 2.31111111111e+01,   2.62055013819e+07, 3.61756625582e-03, 2.88602381041e-02
 2.31111111111e+01,   2.67075047739e+07, 3.62617392117e-03, 2.88915529310e-02
 2.31111111111e+01,   2.72095081658e+07, 3.63464584577e-03, 2.89215875995e-02
 2.31111111111e+01,   2.77115115578e+07, 3.64298781467e-03, 2.89503839884e-02
 2.31111111111e+01,   2.82135149497e+07, 3.65120524475e-03, 2.89779818020e-02
 2.31111111111e+01,   2.87155183417e+07, 3.65930321523e-03, 2.90044187350e-02
 2.31111111111e+01,   2.92175217337e+07, 3.66728649513e-03, 2.90297306207e-02
 2.31111111111e+01,   2.97195251256e+07, 3.67515956783e-03, 2.90539515654e-02
 2.31111111111e+01,   3.02215285176e+07, 3.68292665335e-03, 2.90771140702e-02
 2.31111111111e+01,   3.07235319095e+07, 3.69059172841e-03, 2.90992491422e-02
 2.31111111111e+01,   3.12255353015e+07, 3.69815854460e-03, 2.91203863953e-02
 2.31111111111e+01,   3.17275386935e+07, 3.70563064490e-03, 2.91405541418e-02
 2.31111111111e+01,   3.22295420854e+07, 3.71301137863e-03, 2.91597794775e-02
 2.31111111111e+01,   3.27315454774e+07, 3.72030391517e-03, 2.91780883589e-02
 2.31111111111e+01,   3.32335488693e+07, 3.72751125640e-03, 2.91955056732e-02
 2.31111111111e+01,   3.37355522613e+07, 3.73463624807e-03, 2.92120553042e-02
 2.31111111111e+01,   3.42375556533e+07, 3.74168159031e-03, 2.92277601920e-02
 2.31111111111e+01,   3.47395590452e+07, 3.74864984711e-03, 2.92426423881e-02
 2.31111111111e+01,   3.52415624372e+07, 3.75554345517e-03, 2.92567231067e-02
 2.31111111111e+01,   3.57435658291e+07, 3.76236473199e-03, 2.92700227719e-02
 2.31111111111e+01,   3.62455692211e+07, 3.76911588328e-03, 2.92825610611e-02
 2.31111111111e+01,   3.67475726131e+07, 3.77579900988e-03, 2.92943569461e-02
 2.31111111111e+01,   3.72495760050e+07, 3.78241611407e-03, 2.93054287305e-02
 2.31111111111e+01,   3.77515793970e+07, 3.78896910555e-03, 2.93157940824e-02
 2.31111111111e+01,   3.82535827889e+07, 3.79545980662e-03, 2.93254700744e-02
 2.31111111111e+01,   3.87555861809e+07, 3.80188995758e-03, 2.93344732037e-02
 2.31111111111e+01,   3.92575895729e+07, 3.80826122120e-03, 2.93428194269e-02
 2.31111111111e+01,   3.97595929648e+07, 3.81457518708e-03, 2.93505241857e-02
 2.31111111111e+01,   4.02615963568e+07, 3.82083337575e-03, 2.93576024314e-02
 2.31111111111e+01,   4.07635997487e+07, 3.82703724244e-03, 2.93640686468e-02
 2.31111111111e+01,   4.12656031407e+07, 3.83318818054e-03, 2.93699368703e-02
 2.31111111111e+01,   4.17676065327e+07, 3.83928752503e-03, 2.93752207133e-02
 2.31111111111e+01,   4.22696099246e+07, 3.84533655539e-03, 2.93799333814e-02
 2.31111111111e+01,   4.27716133166e+07, 3.85133649861e-03, 2.93840876913e-02
 2.31111111111e+01,   4.32736167085e+07, 3.85728853173e-03, 2.93876960896e-02
 2.31111111111e+01,   4.37756201005e+07, 3.86319378441e-03, 2.93907706679e-02
 2.31111111111e+01,   4.42776234925e+07, 3.86905334140e-03, 2.93933231758e-02
 2.31111111111e+01,   4.47796268844e+07, 3.87486824467e-03, 2.93953650364e-02
 2.31111111111e+01,   4.52816302764e+07, 3.88063949540e-03, 2.93969073623e-02
 2.31111111111e+01,   4.57836336683e+07, 3.88636805615e-03, 2.93979609632e-02
 2.31111111111e+01,   4.62856370603e+07, 3.89205485241e-03, 2.93985363643e-02
 2.31111111111e+01,   4.67876404523e+07, 3.89770077467e-03, 2.93986438101e-02
 2.31111111111e+01,   4.72896438442e+07, 3.90330667972e-03, 2.93982932830e-02
 2.31111111111e+01,   4.77916472362e+07, 3.90887339261e-03, 2.93974945034e-02
 2.31111111111e+01,   4.82936506281e+07, 3.91440170756e-03, 2.93962569521e-02
 2.31111111111e+01,   4.87956540201e+07, 3.91989238973e-03, 2.93945898697e-02
 2.31111111111e+01,   4.92976574121e+07, 3.92534617649e-03, 2.93925022671e-02
 2.31111111111e+01,   4.97996608040e+07, 3.93076377845e-03, 2.93900029369e-02
 2.31111111111e+01,   5.03016641960e+07, 3.93614588069e-03, 2.93871004608e-02
 2.31111111111e+01,   5.08036675879e+07, 3.94149314402e-03, 2.93838032121e-02
 2.31111111111e+01,   5.13056709799e+07, 3.94680620575e-03, 2.93801193703e-02
 2.31111111111e+01,   5.18076743719e+07, 3.95208568099e-03, 2.93760569200e-02
 2.31111111111e+01,   5.23096777638e+07, 3.95733216322e-03, 2.93716236653e-02
 2.31111111111e+01,   5.28116811558e+07, 3.96254622555e-03, 2.93668272287e-02
 2.31111111111e+01,   5.33136845477e+07, 3.96772842112e-03, 2.93616750649e-02
 2.31111111111e+01,   5.38156879397e+07, 3.97287928446e-03, 2.93561744566e-02
 2.31111111111e+01,   5.43176913317e+07, 3.97799933167e-03, 2.93503325302e-02
 2.31111111111e+01,   5.48196947236e+07, 3.98308906164e-03, 2.93441562521e-02
 2.31111111111e+01,   5.53216981156e+07, 3.98814895637e-03, 2.93376524397e-02
 2.31111111111e+01,   5.58237015075e+07, 3.99317948175e-03, 2.93308277645e-02
 2.31111111111e+01,   5.63257048995e+07, 3.99818108829e-03, 2.93236887546e-02
 2.31111111111e+01,   5.68277082915e+07, 4.00315421163e-03, 2.93162418000e-02
 2.31111111111e+01,   5.73297116834e+07, 4.00809927294e-03, 2.93084931602e-02
 2.31111111111e+01,   5.78317150754e+07, 4.01301667971e-03, 2.93004489636e-02
 2.31111111111e+01,   5.83337184673e+07, 4.01790682629e-03, 2.92921152108e-02
 2.31111111111e+01,   5.88357218593e+07, 4.02277009400e-03, 2.92834977850e-02
 2.31111111111e+01,   5.93377252513e+07, 4.02760685196e-03, 2.92746024492e-02
 2.31111111111e+01,   5.98397286432e+07, 4.03241745760e-03, 2.92654348484e-02
 2.31111111111e+01,   6.03417320352e+07, 4.03720225670e-03, 2.92560005198e-02
 2.31111111111e+01,   6.08437354271e+07, 4.04196158403e-03, 2.92463048915e-02
 2.31111111111e+01,   6.13457388191e+07, 4.04669576386e-03, 2.92363532843e-02
 2.31111111111e+01,   6.18477422111e+07, 4.05140511016e-03, 2.92261509167e-02
 2.31111111111e+01,   6.23497456030e+07, 4.05608992688e-03, 2.92157029092e-02
 2.31111111111e+01,   6.28517489950e+07, 4.06075050855e-03, 2.92050142829e-02
 2.31111111111e+01,   6.33537523869e+07, 4.06538714037e-03, 2.91940899662e-02
 2.31111111111e+01,   6.38557557789e+07, 4.07000009877e-03, 2.91829347929e-02
 2.31111111111e+01,   6.43577591709e+07, 4.07458965138e-03, 2.91715535099e-02
 2.31111111111e+01,   6.48597625628e+07, 4.07915605767e-03, 2.91599507745e-02
 2.31111111111e+01,   6.53617659548e+07, 4.08369956896e-03, 2.91481311600e-02
 2.31111111111e+01,   6.58637693467e+07, 4.08822042880e-03, 2.91360991573e-02
 2.31111111111e+01,   6.63657727387e+07, 4.09271887321e-03, 2.91238591758e-02
 2.31111111111e+01,   6.68677761307e+07, 4.09719513093e-03, 2.91114155461e-02
 2.31111111111e+01,   6.73697795226e+07, 4.10164942368e-03, 2.90987725221e-02
 2.31111111111e+01,   6.78717829146e+07, 4.10608196635e-03, 2.90859342822e-02
 2.31111111111e+01,   6.83737863065e+07, 4.11049296722e-03, 2.90729049321e-02
 2.31111111111e+01,   6.88757896985e+07, 4.11488262810e-03, 2.90596885071e-02
 2.31111111111e+01,   6.93777930905e+07, 4.11925114466e-03, 2.90462889721e-02
 2.31111111111e+01,   6.98797964824e+07, 4.12359870679e-03, 2.90327102203e-02
 2.31111111111e+01,   7.03817998744e+07, 4.12792549815e-03, 2.90189560855e-02
 2.31111111111e+01,   7.08838032663e+07, 4.13223169702e-03, 2.90050303317e-02
 2.31111111111e+01,   7.13858066583e+07, 4.13651747607e-03, 2.89909366626e-02
 2.31111111111e+01,   7.18878100503e+07, 4.14078300292e-03, 2.89766787157e-02
 2.31111111111e+01,   7.23898134422e+07, 4.14502843982e-03, 2.89622600720e-02
 2.31111111111e+01,   7.28918168342e+07, 4.14925394406e-03, 2.89476842524e-02
 2.31111111111e+01,   7.33938202261e+07, 4.15345966808e-03, 2.89329547205e-02
 2.31111111111e+01,   7.38958236181e+07, 4.15764575985e-03, 2.89180748801e-02
 2.31111111111e+01,   7.43978270101e+07, 4.16181236253e-03, 2.89030480834e-02
 2.31111111111e+01,   7.48998304020e+07, 4.16595961483e-03, 2.88878776289e-02
 2.31111111111e+01,   7.54018337940e+07, 4.17008765149e-03, 2.88725667574e-02
 2.31111111111e+01,   7.59038371859e+07, 4.17419660261e-03, 2.88571186649e-02
 2.31111111111e+01,   7.64058405779e+07, 4.17828659457e-03, 2.88415364920e-02
 2.31111111111e+01,   7.69078439698e+07, 4.18235774971e-03, 2.88258233311e-02
 2.31111111111e+01,   7.74098473618e+07, 4.18641018648e-03, 2.88099822273e-02
 2.31111111111e+01,   7.79118507538e+07, 4.19044401994e-03, 2.87940161731e-02
 2.31111111111e+01,   7.84138541457e+07, 4.19445936096e-03, 2.87779281230e-02
 2.31111111111e+01,   7.89158575377e+07, 4.19845631740e-03, 2.87617209788e-02
 2.31111111111e+01,   7.94178609296e+07, 4.20243499336e-03, 2.87453976025e-02
 2.31111111111e+01,   7.99198643216e+07, 4.20639548995e-03, 2.87289608080e-02
 2.31111111111e+01,   8.04218677136e+07, 4.21033790475e-03, 2.87124133699e-02
 2.31111111111e+01,   8.09238711055e+07, 4.21426233218e-03, 2.86957580220e-02
 2.31111111111e+01,   8.14258744975e+07, 4.21816886403e-03, 2.86789974504e-02
 2.31111111111e+01,   8.19278778894e+07, 4.22205758851e-03, 2.86621343096e-02
 2.31111111111e+01,   8.24298812814e+07, 4.22592859134e-03, 2.86451712086e-02
 2.31111111111e+01,   8.29318846734e+07, 4.22978195522e-03, 2.86281107211e-02
 2.31111111111e+01,   8.34338880653e+07, 4.23361776030e-03, 2.86109553794e-02
 2.31111111111e+01,   8.39358914573e+07, 4.23743608389e-03, 2.85937076815e-02
 2.31111111111e+01,   8.44378948492e+07, 4.24123700053e-03, 2.85763700907e-02
 2.31111111111e+01,   8.49398982412e+07, 4.24502058280e-03, 2.85589450270e-02
 2.31111111111e+01,   8.54419016332e+07, 4.24878690007e-03, 2.85414348854e-02
 2.31111111111e+01,   8.59439050251e+07, 4.25253601984e-03, 2.85238420187e-02
 2.31111111111e+01,   8.64459084171e+07, 4.25626800694e-03, 2.85061687506e-02
 2.31111111111e+01,   8.69479118090e+07, 4.25998292415e-03, 2.84884173687e-02
 2.31111111111e+01,   8.74499152010e+07, 4.26368083190e-03, 2.84705901292e-02
 2.31111111111e+01,   8.79519185930e+07, 4.26736178844e-03, 2.84526892567e-02
 2.31111111111e+01,   8.84539219849e+07, 4.27102585005e-03, 2.84347169428e-02
 2.31111111111e+01,   8.89559253769e+07, 4.27467307046e-03, 2.84166753542e-02
 2.31111111111e+01,   8.94579287688e+07, 4.27830350219e-03, 2.83985666171e-02
 2.31111111111e+01,   8.99599321608e+07, 4.28191719490e-03, 2.83803928399e-02
 2.31111111111e+01,   9.04619355528e+07, 4.28551419710e-03, 2.83621560917e-02
 2.31111111111e+01,   9.09639389447e+07, 4.28909455486e-03, 2.83438584205e-02
 2.31111111111e+01,   9.14659423367e+07, 4.29265831269e-03, 2.83255018428e-02
 2.31111111111e+01,   9.19679457286e+07, 4.29620551333e-03, 2.83070883474e-02
 2.31111111111e+01,   9.24699491206e+07, 4.29973619771e-03, 2.82886198970e-02
 2.31111111111e+01,   9.29719525126e+07, 4.30325040517e-03, 2.82700984263e-02
 2.31111111111e+01,   9.34739559045e+07, 4.30674817339e-03, 2.82515258438e-02
 2.31111111111e+01,   9.39759592965e+07, 4.31022953799e-03, 2.82329040384e-02
 2.31111111111e+01,   9.44779626884e+07, 4.31369453355e-03, 2.82142348664e-02
 2.31111111111e+01,   9.49799660804e+07, 4.31714319306e-03, 2.81955201604e-02
 2.31111111111e+01,   9.54819694724e+07, 4.32057554779e-03, 2.81767617313e-02
 2.31111111111e+01,   9.59839728643e+07, 4.32399162747e-03, 2.81579613665e-02
 2.31111111111e+01,   9.64859762563e+07, 4.32739146077e-03, 2.81391208258e-02
 2.31111111111e+01,   9.69879796482e+07, 4.33077507455e-03, 2.81202418504e-02
 2.31111111111e+01,   9.74899830402e+07, 4.33414249468e-03, 2.81013261547e-02
 2.31111111111e+01,   9.79919864322e+07, 4.33749374529e-03, 2.80823754351e-02
 2.31111111111e+01,   9.84939898241e+07, 4.34082884939e-03, 2.80633913641e-02
 2.31111111111e+01,   9.89959932161e+07, 4.34414782884e-03, 2.80443755907e-02
 2.31111111111e+01,   9.94979966080e+07, 4.34745070423e-03, 2.80253297434e-02
