# This autogenerated file contains solubilities of CO2 and H2O in a respective fluid system.
# The values have been calculated by means of (11)-(14) in https://doi.org/10.1016/S0016-7037(03)00273-4.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min phase pressure = 101325.0, max phase pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C], phase pressure [Pa],         y_H2O [-],         x_CO2 [-]
 1.01505050505e+02,   6.83737863065e+07, 2.45102402689e-02, 2.82916792441e-02
 1.01505050505e+02,   6.88757896985e+07, 2.45262222775e-02, 2.83165276876e-02
 1.01505050505e+02,   6.93777930905e+07, 2.45420811729e-02, 2.83408213324e-02
 1.01505050505e+02,   6.98797964824e+07, 2.45578201012e-02, 2.83645687932e-02
 1.01505050505e+02,   7.03817998744e+07, 2.45734420941e-02, 2.83877785021e-02
 1.01505050505e+02,   7.08838032663e+07, 2.45889500738e-02, 2.84104587152e-02
 1.01505050505e+02,   7.13858066583e+07, 2.46043468575e-02, 2.84326175168e-02
 1.01505050505e+02,   7.18878100503e+07, 2.46196351616e-02, 2.84542628253e-02
 1.01505050505e+02,   7.23898134422e+07, 2.46348176060e-02, 2.84754023980e-02
 1.01505050505e+02,   7.28918168342e+07, 2.46498967179e-02, 2.84960438355e-02
 1.01505050505e+02,   7.33938202261e+07, 2.46648749355e-02, 2.85161945870e-02
 1.01505050505e+02,   7.38958236181e+07, 2.46797546118e-02, 2.85358619539e-02
 1.01505050505e+02,   7.43978270101e+07, 2.46945380176e-02, 2.85550530947e-02
 1.01505050505e+02,   7.48998304020e+07, 2.47092273450e-02, 2.85737750288e-02
 1.01505050505e+02,   7.54018337940e+07, 2.47238247104e-02, 2.85920346402e-02
 1.01505050505e+02,   7.59038371859e+07, 2.47383321575e-02, 2.86098386817e-02
 1.01505050505e+02,   7.64058405779e+07, 2.47527516599e-02, 2.86271937786e-02
 1.01505050505e+02,   7.69078439698e+07, 2.47670851240e-02, 2.86441064317e-02
 1.01505050505e+02,   7.74098473618e+07, 2.47813343914e-02, 2.86605830210e-02
 1.01505050505e+02,   7.79118507538e+07, 2.47955012413e-02, 2.86766298092e-02
 1.01505050505e+02,   7.84138541457e+07, 2.48095873930e-02, 2.86922529443e-02
 1.01505050505e+02,   7.89158575377e+07, 2.48235945083e-02, 2.87074584630e-02
 1.01505050505e+02,   7.94178609296e+07, 2.48375241929e-02, 2.87222522940e-02
 1.01505050505e+02,   7.99198643216e+07, 2.48513779992e-02, 2.87366402597e-02
 1.01505050505e+02,   8.04218677136e+07, 2.48651574279e-02, 2.87506280800e-02
 1.01505050505e+02,   8.09238711055e+07, 2.48788639300e-02, 2.87642213748e-02
 1.01505050505e+02,   8.14258744975e+07, 2.48924989085e-02, 2.87774256658e-02
 1.01505050505e+02,   8.19278778894e+07, 2.49060637199e-02, 2.87902463799e-02
 1.01505050505e+02,   8.24298812814e+07, 2.49195596764e-02, 2.88026888509e-02
 1.01505050505e+02,   8.29318846734e+07, 2.49329880469e-02, 2.88147583222e-02
 1.01505050505e+02,   8.34338880653e+07, 2.49463500589e-02, 2.88264599489e-02
 1.01505050505e+02,   8.39358914573e+07, 2.49596468998e-02, 2.88377988000e-02
 1.01505050505e+02,   8.44378948492e+07, 2.49728797180e-02, 2.88487798601e-02
 1.01505050505e+02,   8.49398982412e+07, 2.49860496248e-02, 2.88594080321e-02
 1.01505050505e+02,   8.54419016332e+07, 2.49991576954e-02, 2.88696881385e-02
 1.01505050505e+02,   8.59439050251e+07, 2.50122049700e-02, 2.88796249239e-02
 1.01505050505e+02,   8.64459084171e+07, 2.50251924549e-02, 2.88892230563e-02
 1.01505050505e+02,   8.69479118090e+07, 2.50381211242e-02, 2.88984871289e-02
 1.01505050505e+02,   8.74499152010e+07, 2.50509919203e-02, 2.89074216624e-02
 1.01505050505e+02,   8.79519185930e+07, 2.50638057551e-02, 2.89160311060e-02
 1.01505050505e+02,   8.84539219849e+07, 2.50765635111e-02, 2.89243198393e-02
 1.01505050505e+02,   8.89559253769e+07, 2.50892660424e-02, 2.89322921739e-02
 1.01505050505e+02,   8.94579287688e+07, 2.51019141755e-02, 2.89399523549e-02
 1.01505050505e+02,   8.99599321608e+07, 2.51145087102e-02, 2.89473045621e-02
 1.01505050505e+02,   9.04619355528e+07, 2.51270504206e-02, 2.89543529118e-02
 1.01505050505e+02,   9.09639389447e+07, 2.51395400555e-02, 2.89611014583e-02
 1.01505050505e+02,   9.14659423367e+07, 2.51519783400e-02, 2.89675541945e-02
 1.01505050505e+02,   9.19679457286e+07, 2.51643659755e-02, 2.89737150541e-02
 1.01505050505e+02,   9.24699491206e+07, 2.51767036406e-02, 2.89795879121e-02
 1.01505050505e+02,   9.29719525126e+07, 2.51889919924e-02, 2.89851765870e-02
 1.01505050505e+02,   9.34739559045e+07, 2.52012316662e-02, 2.89904848406e-02
 1.01505050505e+02,   9.39759592965e+07, 2.52134232769e-02, 2.89955163806e-02
 1.01505050505e+02,   9.44779626884e+07, 2.52255674197e-02, 2.90002748608e-02
 1.01505050505e+02,   9.49799660804e+07, 2.52376646699e-02, 2.90047638825e-02
 1.01505050505e+02,   9.54819694724e+07, 2.52497155843e-02, 2.90089869958e-02
 1.01505050505e+02,   9.59839728643e+07, 2.52617207017e-02, 2.90129477001e-02
 1.01505050505e+02,   9.64859762563e+07, 2.52736805428e-02, 2.90166494456e-02
 1.01505050505e+02,   9.69879796482e+07, 2.52855956114e-02, 2.90200956342e-02
 1.01505050505e+02,   9.74899830402e+07, 2.52974663949e-02, 2.90232896200e-02
 1.01505050505e+02,   9.79919864322e+07, 2.53092933642e-02, 2.90262347110e-02
 1.01505050505e+02,   9.84939898241e+07, 2.53210769747e-02, 2.90289341695e-02
 1.01505050505e+02,   9.89959932161e+07, 2.53328176669e-02, 2.90313912129e-02
 1.01505050505e+02,   9.94979966080e+07, 2.53445158661e-02, 2.90336090148e-02
 1.01505050505e+02,   1.00000000000e+08, 2.53561719836e-02, 2.90355907061e-02
 1.03515151515e+02,   1.01325000000e+05, 1.10610346271e+00, -2.14193205040e-05
 1.03515151515e+02,   6.03328391960e+05, 1.90483215321e-01, 9.57018689009e-04
 1.03515151515e+02,   1.10533178392e+06, 1.06650621491e-01, 1.90291373891e-03
 1.03515151515e+02,   1.60733517588e+06, 7.52570172013e-02, 2.81695987465e-03
 1.03515151515e+02,   2.10933856784e+06, 5.88655459208e-02, 3.69984568361e-03
 1.03515151515e+02,   2.61134195980e+06, 4.88269483709e-02, 4.55225309280e-03
 1.03515151515e+02,   3.11334535176e+06, 4.20706667991e-02, 5.37485628324e-03
 1.03515151515e+02,   3.61534874372e+06, 3.72317516362e-02, 6.16832076131e-03
 1.03515151515e+02,   4.11735213568e+06, 3.36111031559e-02, 6.93330263366e-03
 1.03515151515e+02,   4.61935552764e+06, 3.08136809245e-02, 7.67044813882e-03
 1.03515151515e+02,   5.12135891960e+06, 2.85994927281e-02, 8.38039349589e-03
 1.03515151515e+02,   5.62336231156e+06, 2.68143973132e-02, 9.06376513760e-03
 1.03515151515e+02,   6.12536570352e+06, 2.53549326060e-02, 9.72118040103e-03
 1.03515151515e+02,   6.62736909548e+06, 2.41491275817e-02, 1.03532487518e-02
 1.03515151515e+02,   7.12937248744e+06, 2.31454188989e-02, 1.09605736182e-02
 1.03515151515e+02,   7.63137587940e+06, 2.23059395372e-02, 1.15437548998e-02
 1.03515151515e+02,   8.13337927136e+06, 2.16022896273e-02, 1.21033922023e-02
 1.03515151515e+02,   8.63538266332e+06, 2.10127783742e-02, 1.26400888122e-02
 1.03515151515e+02,   9.13738605528e+06, 2.05205701898e-02, 1.31544563818e-02
 1.03515151515e+02,   9.63938944724e+06, 2.01124041678e-02, 1.36471202226e-02
 1.03515151515e+02,   1.01413928392e+07, 1.97776869373e-02, 1.41187250196e-02
 1.03515151515e+02,   1.06433962312e+07, 1.95078343289e-02, 1.45699406760e-02
 1.03515151515e+02,   1.11453996231e+07, 1.92957822360e-02, 1.50014678794e-02
 1.03515151515e+02,   1.16474030151e+07, 1.91356147405e-02, 1.54140428807e-02
 1.03515151515e+02,   1.21494064070e+07, 1.90222752223e-02, 1.58084408891e-02
 1.03515151515e+02,   1.26514097990e+07, 1.89513378439e-02, 1.61854774623e-02
 1.03515151515e+02,   1.31534131910e+07, 1.89188248658e-02, 1.65460073158e-02
 1.03515151515e+02,   1.36554165829e+07, 1.89210610075e-02, 1.68909201195e-02
 1.03515151515e+02,   1.41574199749e+07, 1.89545602401e-02, 1.72211330881e-02
 1.03515151515e+02,   1.46594233668e+07, 1.90159431978e-02, 1.75375804814e-02
 1.03515151515e+02,   1.51614267588e+07, 1.91018848243e-02, 1.78412004702e-02
 1.03515151515e+02,   1.56634301508e+07, 1.92090918099e-02, 1.81329201219e-02
 1.03515151515e+02,   1.61654335427e+07, 1.93343079119e-02, 1.84136394832e-02
 1.03515151515e+02,   1.66674369347e+07, 1.94743428205e-02, 1.86842158538e-02
 1.03515151515e+02,   1.71694403266e+07, 1.96261176605e-02, 1.89454493849e-02
 1.03515151515e+02,   1.76714437186e+07, 1.97867184893e-02, 1.91980711130e-02
 1.03515151515e+02,   1.81734471106e+07, 1.99534489347e-02, 1.94427344504e-02
 1.03515151515e+02,   1.86754505025e+07, 2.01238745253e-02, 1.96800109400e-02
 1.03515151515e+02,   1.91774538945e+07, 2.02958537685e-02, 1.99103906815e-02
 1.03515151515e+02,   1.96794572864e+07, 2.04675538441e-02, 2.01342872559e-02
 1.03515151515e+02,   2.01814606784e+07, 2.06374512079e-02, 2.03520463237e-02
 1.03515151515e+02,   2.06834640704e+07, 2.08043191094e-02, 2.05639565371e-02
 1.03515151515e+02,   2.11854674623e+07, 2.09672050177e-02, 2.07702612707e-02
 1.03515151515e+02,   2.16874708543e+07, 2.11254012527e-02, 2.09711697097e-02
 1.03515151515e+02,   2.21894742462e+07, 2.12784120298e-02, 2.11668663168e-02
 1.03515151515e+02,   2.26914776382e+07, 2.14259197080e-02, 2.13575183013e-02
 1.03515151515e+02,   2.31934810302e+07, 2.15677523881e-02, 2.15432811165e-02
 1.03515151515e+02,   2.36954844221e+07, 2.17038543092e-02, 2.17243023001e-02
 1.03515151515e+02,   2.41974878141e+07, 2.18342598428e-02, 2.19007240496e-02
 1.03515151515e+02,   2.46994912060e+07, 2.19590713518e-02, 2.20726848861e-02
 1.03515151515e+02,   2.52014945980e+07, 2.20784408166e-02, 2.22403206562e-02
 1.03515151515e+02,   2.57034979899e+07, 2.21925549109e-02, 2.24037650387e-02
 1.03515151515e+02,   2.62055013819e+07, 2.23016231081e-02, 2.25631496670e-02
 1.03515151515e+02,   2.67075047739e+07, 2.24058683743e-02, 2.27186039546e-02
 1.03515151515e+02,   2.72095081658e+07, 2.25055200249e-02, 2.28702547135e-02
 1.03515151515e+02,   2.77115115578e+07, 2.26008083562e-02, 2.30182256557e-02
 1.03515151515e+02,   2.82135149497e+07, 2.26919607149e-02, 2.31626368638e-02
 1.03515151515e+02,   2.87155183417e+07, 2.27791987095e-02, 2.33036043052e-02
 1.03515151515e+02,   2.92175217337e+07, 2.28627363157e-02, 2.34412394441e-02
 1.03515151515e+02,   2.97195251256e+07, 2.29427786655e-02, 2.35756489829e-02
 1.03515151515e+02,   3.02215285176e+07, 2.30195213510e-02, 2.37069347406e-02
 1.03515151515e+02,   3.07235319095e+07, 2.30931501059e-02, 2.38351936626e-02
 1.03515151515e+02,   3.12255353015e+07, 2.31638407558e-02, 2.39605179410e-02
 1.03515151515e+02,   3.17275386935e+07, 2.32317593574e-02, 2.40829952197e-02
 1.03515151515e+02,   3.22295420854e+07, 2.32970624631e-02, 2.42027088588e-02
 1.03515151515e+02,   3.27315454774e+07, 2.33598974672e-02, 2.43197382309e-02
 1.03515151515e+02,   3.32335488693e+07, 2.34204030004e-02, 2.44341590296e-02
 1.03515151515e+02,   3.37355522613e+07, 2.34787093500e-02, 2.45460435743e-02
 1.03515151515e+02,   3.42375556533e+07, 2.35349388911e-02, 2.46554610974e-02
 1.03515151515e+02,   3.47395590452e+07, 2.35892065167e-02, 2.47624780091e-02
 1.03515151515e+02,   3.52415624372e+07, 2.36416200611e-02, 2.48671581342e-02
 1.03515151515e+02,   3.57435658291e+07, 2.36922807109e-02, 2.49695629208e-02
 1.03515151515e+02,   3.62455692211e+07, 2.37412834018e-02, 2.50697516210e-02
 1.03515151515e+02,   3.67475726131e+07, 2.37887171987e-02, 2.51677814464e-02
 1.03515151515e+02,   3.72495760050e+07, 2.38346656581e-02, 2.52637077001e-02
 1.03515151515e+02,   3.77515793970e+07, 2.38792071736e-02, 2.53575838896e-02
 1.03515151515e+02,   3.82535827889e+07, 2.39224153023e-02, 2.54494618216e-02
 1.03515151515e+02,   3.87555861809e+07, 2.39643590745e-02, 2.55393916842e-02
 1.03515151515e+02,   3.92575895729e+07, 2.40051032857e-02, 2.56274221164e-02
 1.03515151515e+02,   3.97595929648e+07, 2.40447087709e-02, 2.57136002692e-02
 1.03515151515e+02,   4.02615963568e+07, 2.40832326639e-02, 2.57979718592e-02
 1.03515151515e+02,   4.07635997487e+07, 2.41207286395e-02, 2.58805812164e-02
 1.03515151515e+02,   4.12656031407e+07, 2.41572471413e-02, 2.59614713276e-02
 1.03515151515e+02,   4.17676065327e+07, 2.41928355947e-02, 2.60406838772e-02
 1.03515151515e+02,   4.22696099246e+07, 2.42275386063e-02, 2.61182592843e-02
 1.03515151515e+02,   4.27716133166e+07, 2.42613981504e-02, 2.61942367397e-02
 1.03515151515e+02,   4.32736167085e+07, 2.42944537423e-02, 2.62686542395e-02
 1.03515151515e+02,   4.37756201005e+07, 2.43267426012e-02, 2.63415486193e-02
 1.03515151515e+02,   4.42776234925e+07, 2.43582998010e-02, 2.64129555874e-02
 1.03515151515e+02,   4.47796268844e+07, 2.43891584113e-02, 2.64829097568e-02
 1.03515151515e+02,   4.52816302764e+07, 2.44193496287e-02, 2.65514446768e-02
 1.03515151515e+02,   4.57836336683e+07, 2.44489028989e-02, 2.66185928655e-02
 1.03515151515e+02,   4.62856370603e+07, 2.44778460302e-02, 2.66843858402e-02
 1.03515151515e+02,   4.67876404523e+07, 2.45062052996e-02, 2.67488541481e-02
 1.03515151515e+02,   4.72896438442e+07, 2.45340055510e-02, 2.68120273973e-02
 1.03515151515e+02,   4.77916472362e+07, 2.45612702864e-02, 2.68739342860e-02
 1.03515151515e+02,   4.82936506281e+07, 2.45880217515e-02, 2.69346026325e-02
 1.03515151515e+02,   4.87956540201e+07, 2.46142810146e-02, 2.69940594042e-02
 1.03515151515e+02,   4.92976574121e+07, 2.46400680402e-02, 2.70523307456e-02
 1.03515151515e+02,   4.97996608040e+07, 2.46654017576e-02, 2.71094420067e-02
 1.03515151515e+02,   5.03016641960e+07, 2.46903001246e-02, 2.71654177697e-02
 1.03515151515e+02,   5.08036675879e+07, 2.47147801868e-02, 2.72202818761e-02
 1.03515151515e+02,   5.13056709799e+07, 2.47388581331e-02, 2.72740574524e-02
 1.03515151515e+02,   5.18076743719e+07, 2.47625493465e-02, 2.73267669351e-02
 1.03515151515e+02,   5.23096777638e+07, 2.47858684528e-02, 2.73784320957e-02
 1.03515151515e+02,   5.28116811558e+07, 2.48088293648e-02, 2.74290740641e-02
 1.03515151515e+02,   5.33136845477e+07, 2.48314453240e-02, 2.74787133519e-02
 1.03515151515e+02,   5.38156879397e+07, 2.48537289395e-02, 2.75273698748e-02
 1.03515151515e+02,   5.43176913317e+07, 2.48756922241e-02, 2.75750629737e-02
 1.03515151515e+02,   5.48196947236e+07, 2.48973466287e-02, 2.76218114361e-02
 1.03515151515e+02,   5.53216981156e+07, 2.49187030729e-02, 2.76676335161e-02
 1.03515151515e+02,   5.58237015075e+07, 2.49397719756e-02, 2.77125469536e-02
 1.03515151515e+02,   5.63257048995e+07, 2.49605632820e-02, 2.77565689932e-02
 1.03515151515e+02,   5.68277082915e+07, 2.49810864894e-02, 2.77997164025e-02
 1.03515151515e+02,   5.73297116834e+07, 2.50013506719e-02, 2.78420054885e-02
 1.03515151515e+02,   5.78317150754e+07, 2.50213645026e-02, 2.78834521156e-02
 1.03515151515e+02,   5.83337184673e+07, 2.50411362748e-02, 2.79240717203e-02
 1.03515151515e+02,   5.88357218593e+07, 2.50606739224e-02, 2.79638793279e-02
 1.03515151515e+02,   5.93377252513e+07, 2.50799850382e-02, 2.80028895661e-02
 1.03515151515e+02,   5.98397286432e+07, 2.50990768911e-02, 2.80411166803e-02
 1.03515151515e+02,   6.03417320352e+07, 2.51179564436e-02, 2.80785745462e-02
 1.03515151515e+02,   6.08437354271e+07, 2.51366303661e-02, 2.81152766837e-02
 1.03515151515e+02,   6.13457388191e+07, 2.51551050524e-02, 2.81512362692e-02
 1.03515151515e+02,   6.18477422111e+07, 2.51733866326e-02, 2.81864661476e-02
 1.03515151515e+02,   6.23497456030e+07, 2.51914809867e-02, 2.82209788438e-02
 1.03515151515e+02,   6.28517489950e+07, 2.52093937563e-02, 2.82547865742e-02
 1.03515151515e+02,   6.33537523869e+07, 2.52271303562e-02, 2.82879012567e-02
 1.03515151515e+02,   6.38557557789e+07, 2.52446959850e-02, 2.83203345216e-02
 1.03515151515e+02,   6.43577591709e+07, 2.52620956358e-02, 2.83520977206e-02
 1.03515151515e+02,   6.48597625628e+07, 2.52793341051e-02, 2.83832019371e-02
 1.03515151515e+02,   6.53617659548e+07, 2.52964160024e-02, 2.84136579947e-02
 1.03515151515e+02,   6.58637693467e+07, 2.53133457586e-02, 2.84434764654e-02
 1.03515151515e+02,   6.63657727387e+07, 2.53301276341e-02, 2.84726676791e-02
 1.03515151515e+02,   6.68677761307e+07, 2.53467657265e-02, 2.85012417302e-02
 1.03515151515e+02,   6.73697795226e+07, 2.53632639781e-02, 2.85292084862e-02
 1.03515151515e+02,   6.78717829146e+07, 2.53796261821e-02, 2.85565775946e-02
 1.03515151515e+02,   6.83737863065e+07, 2.53958559900e-02, 2.85833584903e-02
 1.03515151515e+02,   6.88757896985e+07, 2.54119569171e-02, 2.86095604015e-02
 1.03515151515e+02,   6.93777930905e+07, 2.54279323489e-02, 2.86351923571e-02
 1.03515151515e+02,   6.98797964824e+07, 2.54437855459e-02, 2.86602631928e-02
 1.03515151515e+02,   7.03817998744e+07, 2.54595196498e-02, 2.86847815564e-02
 1.03515151515e+02,   7.08838032663e+07, 2.54751376880e-02, 2.87087559142e-02
 1.03515151515e+02,   7.13858066583e+07, 2.54906425783e-02, 2.87321945566e-02
 1.03515151515e+02,   7.18878100503e+07, 2.55060371335e-02, 2.87551056026e-02
 1.03515151515e+02,   7.23898134422e+07, 2.55213240661e-02, 2.87774970058e-02
 1.03515151515e+02,   7.28918168342e+07, 2.55365059918e-02, 2.87993765588e-02
 1.03515151515e+02,   7.33938202261e+07, 2.55515854337e-02, 2.88207518983e-02
 1.03515151515e+02,   7.38958236181e+07, 2.55665648261e-02, 2.88416305089e-02
 1.03515151515e+02,   7.43978270101e+07, 2.55814465180e-02, 2.88620197284e-02
 1.03515151515e+02,   7.48998304020e+07, 2.55962327761e-02, 2.88819267516e-02
 1.03515151515e+02,   7.54018337940e+07, 2.56109257885e-02, 2.89013586341e-02
 1.03515151515e+02,   7.59038371859e+07, 2.56255276678e-02, 2.89203222964e-02
 1.03515151515e+02,   7.64058405779e+07, 2.56400404534e-02, 2.89388245278e-02
 1.03515151515e+02,   7.69078439698e+07, 2.56544661149e-02, 2.89568719902e-02
 1.03515151515e+02,   7.74098473618e+07, 2.56688065547e-02, 2.89744712206e-02
 1.03515151515e+02,   7.79118507538e+07, 2.56830636101e-02, 2.89916286359e-02
 1.03515151515e+02,   7.84138541457e+07, 2.56972390564e-02, 2.90083505351e-02
 1.03515151515e+02,   7.89158575377e+07, 2.57113346087e-02, 2.90246431025e-02
 1.03515151515e+02,   7.94178609296e+07, 2.57253519242e-02, 2.90405124114e-02
 1.03515151515e+02,   7.99198643216e+07, 2.57392926046e-02, 2.90559644263e-02
 1.03515151515e+02,   8.04218677136e+07, 2.57531581980e-02, 2.90710050062e-02
 1.03515151515e+02,   8.09238711055e+07, 2.57669502005e-02, 2.90856399068e-02
 1.03515151515e+02,   8.14258744975e+07, 2.57806700587e-02, 2.90998747839e-02
 1.03515151515e+02,   8.19278778894e+07, 2.57943191711e-02, 2.91137151952e-02
 1.03515151515e+02,   8.24298812814e+07, 2.58078988897e-02, 2.91271666029e-02
 1.03515151515e+02,   8.29318846734e+07, 2.58214105220e-02, 2.91402343766e-02
 1.03515151515e+02,   8.34338880653e+07, 2.58348553323e-02, 2.91529237949e-02
 1.03515151515e+02,   8.39358914573e+07, 2.58482345434e-02, 2.91652400480e-02
 1.03515151515e+02,   8.44378948492e+07, 2.58615493376e-02, 2.91771882398e-02
 1.03515151515e+02,   8.49398982412e+07, 2.58748008589e-02, 2.91887733899e-02
 1.03515151515e+02,   8.54419016332e+07, 2.58879902134e-02, 2.92000004357e-02
 1.03515151515e+02,   8.59439050251e+07, 2.59011184714e-02, 2.92108742344e-02
 1.03515151515e+02,   8.64459084171e+07, 2.59141866680e-02, 2.92213995644e-02
 1.03515151515e+02,   8.69479118090e+07, 2.59271958048e-02, 2.92315811279e-02
 1.03515151515e+02,   8.74499152010e+07, 2.59401468504e-02, 2.92414235521e-02
 1.03515151515e+02,   8.79519185930e+07, 2.59530407421e-02, 2.92509313912e-02
 1.03515151515e+02,   8.84539219849e+07, 2.59658783868e-02, 2.92601091278e-02
 1.03515151515e+02,   8.89559253769e+07, 2.59786606615e-02, 2.92689611748e-02
 1.03515151515e+02,   8.94579287688e+07, 2.59913884152e-02, 2.92774918767e-02
 1.03515151515e+02,   8.99599321608e+07, 2.60040624688e-02, 2.92857055114e-02
 1.03515151515e+02,   9.04619355528e+07, 2.60166836169e-02, 2.92936062915e-02
 1.03515151515e+02,   9.09639389447e+07, 2.60292526278e-02, 2.93011983656e-02
 1.03515151515e+02,   9.14659423367e+07, 2.60417702453e-02, 2.93084858199e-02
 1.03515151515e+02,   9.19679457286e+07, 2.60542371887e-02, 2.93154726795e-02
 1.03515151515e+02,   9.24699491206e+07, 2.60666541537e-02, 2.93221629096e-02
 1.03515151515e+02,   9.29719525126e+07, 2.60790218137e-02, 2.93285604172e-02
 1.03515151515e+02,   9.34739559045e+07, 2.60913408197e-02, 2.93346690513e-02
 1.03515151515e+02,   9.39759592965e+07, 2.61036118016e-02, 2.93404926053e-02
 1.03515151515e+02,   9.44779626884e+07, 2.61158353685e-02, 2.93460348178e-02
 1.03515151515e+02,   9.49799660804e+07, 2.61280121098e-02, 2.93512993730e-02
 1.03515151515e+02,   9.54819694724e+07, 2.61401425951e-02, 2.93562899027e-02
 1.03515151515e+02,   9.59839728643e+07, 2.61522273754e-02, 2.93610099872e-02
 1.03515151515e+02,   9.64859762563e+07, 2.61642669835e-02, 2.93654631559e-02
 1.03515151515e+02,   9.69879796482e+07, 2.61762619344e-02, 2.93696528888e-02
 1.03515151515e+02,   9.74899830402e+07, 2.61882127260e-02, 2.93735826171e-02
 1.03515151515e+02,   9.79919864322e+07, 2.62001198397e-02, 2.93772557247e-02
 1.03515151515e+02,   9.84939898241e+07, 2.62119837404e-02, 2.93806755485e-02
 1.03515151515e+02,   9.89959932161e+07, 2.62238048778e-02, 2.93838453796e-02
 1.03515151515e+02,   9.94979966080e+07, 2.62355836861e-02, 2.93867684643e-02
 1.03515151515e+02,   1.00000000000e+08, 2.62473205849e-02, 2.93894480046e-02
 1.05525252525e+02,   1.01325000000e+05, 1.18408780704e+00, -3.68800042634e-05
 1.05525252525e+02,   6.03328391960e+05, 2.03848532995e-01, 9.34288837795e-04
 1.05525252525e+02,   1.10533178392e+06, 1.14096405357e-01, 1.87360288283e-03
 1.05525252525e+02,   1.60733517588e+06, 8.04836861415e-02, 2.78173777420e-03
 1.05525252525e+02,   2.10933856784e+06, 6.29315587168e-02, 3.65936439469e-03
 1.05525252525e+02,   2.61134195980e+06, 5.21803576260e-02, 4.50714770151e-03
 1.05525252525e+02,   3.11334535176e+06, 4.49428083331e-02, 5.32574567469e-03
 1.05525252525e+02,   3.61534874372e+06, 3.97576073300e-02, 6.11580841683e-03
 1.05525252525e+02,   4.11735213568e+06, 3.58762872152e-02, 6.87797744673e-03
 1.05525252525e+02,   4.61935552764e+06, 3.28758941130e-02, 7.61288523559e-03
 1.05525252525e+02,   5.12135891960e+06, 3.04994605430e-02, 8.32115503976e-03
 1.05525252525e+02,   5.62336231156e+06, 2.85819246345e-02, 9.00340108980e-03
 1.05525252525e+02,   6.12536570352e+06, 2.70124760672e-02, 9.66022919959e-03
 1.05525252525e+02,   6.62736909548e+06, 2.57140137188e-02, 1.02922378608e-02
 1.05525252525e+02,   7.12937248744e+06, 2.46312801619e-02, 1.09000198851e-02
 1.05525252525e+02,   7.63137587940e+06, 2.37236768749e-02, 1.14841646496e-02
 1.05525252525e+02,   8.13337927136e+06, 2.29607370659e-02, 1.20452609781e-02
 1.05525252525e+02,   8.63538266332e+06, 2.23191737343e-02, 1.25839006699e-02
 1.05525252525e+02,   9.13738605528e+06, 2.17808961827e-02, 1.31006826351e-02
 1.05525252525e+02,   9.63938944724e+06, 2.13316408762e-02, 1.35962175427e-02
 1.05525252525e+02,   1.01413928392e+07, 2.09600026903e-02, 1.40711328116e-02
 1.05525252525e+02,   1.06433962312e+07, 2.06567333093e-02, 1.45260776855e-02
 1.05525252525e+02,   1.11453996231e+07, 2.04142216242e-02, 1.49617280438e-02
 1.05525252525e+02,   1.16474030151e+07, 2.02261005645e-02, 1.53787905132e-02
 1.05525252525e+02,   1.21494064070e+07, 2.00869435772e-02, 1.57780053823e-02
 1.05525252525e+02,   1.26514097990e+07, 1.99920262976e-02, 1.61601478057e-02
 1.05525252525e+02,   1.31534131910e+07, 1.99371373417e-02, 1.65260268256e-02
 1.05525252525e+02,   1.36554165829e+07, 1.99184280451e-02, 1.68764818619e-02
 1.05525252525e+02,   1.41574199749e+07, 1.99322951645e-02, 1.72123765161e-02
 1.05525252525e+02,   1.46594233668e+07, 1.99752934272e-02, 1.75345897877e-02
 1.05525252525e+02,   1.51614267588e+07, 2.00440764486e-02, 1.78440050722e-02
 1.05525252525e+02,   1.56634301508e+07, 2.01353649482e-02, 1.81414975516e-02
 1.05525252525e+02,   1.61654335427e+07, 2.02459404352e-02, 1.84279207545e-02
 1.05525252525e+02,   1.66674369347e+07, 2.03726608983e-02, 1.87040931472e-02
 1.05525252525e+02,   1.71694403266e+07, 2.05124930899e-02, 1.89707856223e-02
 1.05525252525e+02,   1.76714437186e+07, 2.06625544640e-02, 1.92287107193e-02
 1.05525252525e+02,   1.81734471106e+07, 2.08201573131e-02, 1.94785143542e-02
 1.05525252525e+02,   1.86754505025e+07, 2.09828483964e-02, 1.97207707236e-02
 1.05525252525e+02,   1.91774538945e+07, 2.11484391087e-02, 1.99559808424e-02
 1.05525252525e+02,   1.96794572864e+07, 2.13150234705e-02, 2.01845748205e-02
 1.05525252525e+02,   2.01814606784e+07, 2.14809833446e-02, 2.04069175304e-02
 1.05525252525e+02,   2.06834640704e+07, 2.16449819186e-02, 2.06233168483e-02
 1.05525252525e+02,   2.11854674623e+07, 2.18059475280e-02, 2.08340333339e-02
 1.05525252525e+02,   2.16874708543e+07, 2.19630504042e-02, 2.10392901907e-02
 1.05525252525e+02,   2.21894742462e+07, 2.21156749794e-02, 2.12392824229e-02
 1.05525252525e+02,   2.26914776382e+07, 2.22633902046e-02, 2.14341845622e-02
 1.05525252525e+02,   2.31934810302e+07, 2.24059199265e-02, 2.16241567239e-02
 1.05525252525e+02,   2.36954844221e+07, 2.25431148620e-02, 2.18093490595e-02
 1.05525252525e+02,   2.41974878141e+07, 2.26749271774e-02, 2.19899048659e-02
