# This autogenerated file contains thermodynamical properties of H2O.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min pressure = 101325.0, max pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg], thermal_conductivity [W/m.K], cv [J/kg.K], cp [J/kg.K], internal energy [J/kg.K]
8.74343434343e+01, 6.28517489950e+07, 9.93459495178e+02, 3.40388674389e-04, 6.15251670960e+05, 7.04113278951e-01, 3.73515472889e+03, 4.08514149356e+03, 5.51986133412e+05 
8.74343434343e+01, 6.33537523869e+07, 9.93655947177e+02, 3.40521738198e-04, 6.15644652525e+05, 7.04361693938e-01, 3.73444850960e+03, 4.08434667309e+03, 5.51886414509e+05 
8.74343434343e+01, 6.38557557789e+07, 9.93852188084e+02, 3.40654800882e-04, 6.16037630914e+05, 7.04609920278e-01, 3.73374351084e+03, 4.08355383562e+03, 5.51786873564e+05 
8.74343434343e+01, 6.43577591709e+07, 9.94048218466e+02, 3.40787862722e-04, 6.16430605947e+05, 7.04857958335e-01, 3.73303973046e+03, 4.08276297429e+03, 5.51687510013e+05 
8.74343434343e+01, 6.48597625628e+07, 9.94244038886e+02, 3.40920923998e-04, 6.16823577444e+05, 7.05105808472e-01, 3.73233716631e+03, 4.08197408231e+03, 5.51588323295e+05 
8.74343434343e+01, 6.53617659548e+07, 9.94439649907e+02, 3.41053984988e-04, 6.17216545228e+05, 7.05353471050e-01, 3.73163581625e+03, 4.08118715289e+03, 5.51489312851e+05 
8.74343434343e+01, 6.58637693467e+07, 9.94635052087e+02, 3.41187045967e-04, 6.17609509123e+05, 7.05600946430e-01, 3.73093567814e+03, 4.08040217930e+03, 5.51390478125e+05 
8.74343434343e+01, 6.63657727387e+07, 9.94830245982e+02, 3.41320107211e-04, 6.18002468955e+05, 7.05848234971e-01, 3.73023674985e+03, 4.07961915482e+03, 5.51291818563e+05 
8.74343434343e+01, 6.68677761307e+07, 9.95025232146e+02, 3.41453168991e-04, 6.18395424549e+05, 7.06095337030e-01, 3.72953902926e+03, 4.07883807279e+03, 5.51193333617e+05 
8.74343434343e+01, 6.73697795226e+07, 9.95220011132e+02, 3.41586231580e-04, 6.18788375734e+05, 7.06342252964e-01, 3.72884251422e+03, 4.07805892657e+03, 5.51095022738e+05 
8.74343434343e+01, 6.78717829146e+07, 9.95414583488e+02, 3.41719295247e-04, 6.19181322339e+05, 7.06588983125e-01, 3.72814720262e+03, 4.07728170955e+03, 5.50996885381e+05 
8.74343434343e+01, 6.83737863065e+07, 9.95608949762e+02, 3.41852360261e-04, 6.19574264193e+05, 7.06835527869e-01, 3.72745309233e+03, 4.07650641515e+03, 5.50898921004e+05 
8.74343434343e+01, 6.88757896985e+07, 9.95803110496e+02, 3.41985426888e-04, 6.19967201129e+05, 7.07081887547e-01, 3.72676018124e+03, 4.07573303684e+03, 5.50801129068e+05 
8.74343434343e+01, 6.93777930905e+07, 9.95997066234e+02, 3.42118495394e-04, 6.20360132978e+05, 7.07328062509e-01, 3.72606846722e+03, 4.07496156811e+03, 5.50703509036e+05 
8.74343434343e+01, 6.98797964824e+07, 9.96190817515e+02, 3.42251566041e-04, 6.20753059577e+05, 7.07574053105e-01, 3.72537794818e+03, 4.07419200249e+03, 5.50606060374e+05 
8.74343434343e+01, 7.03817998744e+07, 9.96384364875e+02, 3.42384639093e-04, 6.21145980759e+05, 7.07819859682e-01, 3.72468862201e+03, 4.07342433352e+03, 5.50508782550e+05 
8.74343434343e+01, 7.08838032663e+07, 9.96577708851e+02, 3.42517714810e-04, 6.21538896361e+05, 7.08065482588e-01, 3.72400048659e+03, 4.07265855481e+03, 5.50411675035e+05 
8.74343434343e+01, 7.13858066583e+07, 9.96770849974e+02, 3.42650793450e-04, 6.21931806221e+05, 7.08310922167e-01, 3.72331353982e+03, 4.07189465996e+03, 5.50314737303e+05 
8.74343434343e+01, 7.18878100503e+07, 9.96963788775e+02, 3.42783875272e-04, 6.22324710179e+05, 7.08556178763e-01, 3.72262777961e+03, 4.07113264264e+03, 5.50217968831e+05 
8.74343434343e+01, 7.23898134422e+07, 9.97156525781e+02, 3.42916960532e-04, 6.22717608073e+05, 7.08801252720e-01, 3.72194320387e+03, 4.07037249652e+03, 5.50121369097e+05 
8.74343434343e+01, 7.28918168342e+07, 9.97349061519e+02, 3.43050049485e-04, 6.23110499745e+05, 7.09046144377e-01, 3.72125981049e+03, 4.06961421532e+03, 5.50024937582e+05 
8.74343434343e+01, 7.33938202261e+07, 9.97541396511e+02, 3.43183142384e-04, 6.23503385039e+05, 7.09290854076e-01, 3.72057759739e+03, 4.06885779278e+03, 5.49928673771e+05 
8.74343434343e+01, 7.38958236181e+07, 9.97733531280e+02, 3.43316239480e-04, 6.23896263797e+05, 7.09535382155e-01, 3.71989656249e+03, 4.06810322268e+03, 5.49832577150e+05 
8.74343434343e+01, 7.43978270101e+07, 9.97925466343e+02, 3.43449341024e-04, 6.24289135865e+05, 7.09779728952e-01, 3.71921670370e+03, 4.06735049882e+03, 5.49736647208e+05 
8.74343434343e+01, 7.48998304020e+07, 9.98117202218e+02, 3.43582447265e-04, 6.24682001088e+05, 7.10023894803e-01, 3.71853801894e+03, 4.06659961505e+03, 5.49640883436e+05 
8.74343434343e+01, 7.54018337940e+07, 9.98308739418e+02, 3.43715558451e-04, 6.25074859314e+05, 7.10267880042e-01, 3.71786050613e+03, 4.06585056521e+03, 5.49545285329e+05 
8.74343434343e+01, 7.59038371859e+07, 9.98500078457e+02, 3.43848674828e-04, 6.25467710391e+05, 7.10511685005e-01, 3.71718416321e+03, 4.06510334322e+03, 5.49449852382e+05 
8.74343434343e+01, 7.64058405779e+07, 9.98691219844e+02, 3.43981796640e-04, 6.25860554168e+05, 7.10755310022e-01, 3.71650898809e+03, 4.06435794300e+03, 5.49354584094e+05 
8.74343434343e+01, 7.69078439698e+07, 9.98882164087e+02, 3.44114924131e-04, 6.26253390495e+05, 7.10998755426e-01, 3.71583497872e+03, 4.06361435849e+03, 5.49259479967e+05 
8.74343434343e+01, 7.74098473618e+07, 9.99072911692e+02, 3.44248057544e-04, 6.26646219226e+05, 7.11242021547e-01, 3.71516213303e+03, 4.06287258368e+03, 5.49164539504e+05 
8.74343434343e+01, 7.79118507538e+07, 9.99263463163e+02, 3.44381197118e-04, 6.27039040211e+05, 7.11485108714e-01, 3.71449044896e+03, 4.06213261258e+03, 5.49069762212e+05 
8.74343434343e+01, 7.84138541457e+07, 9.99453819001e+02, 3.44514343092e-04, 6.27431853305e+05, 7.11728017253e-01, 3.71381992444e+03, 4.06139443924e+03, 5.48975147598e+05 
8.74343434343e+01, 7.89158575377e+07, 9.99643979706e+02, 3.44647495706e-04, 6.27824658363e+05, 7.11970747493e-01, 3.71315055744e+03, 4.06065805772e+03, 5.48880695173e+05 
8.74343434343e+01, 7.94178609296e+07, 9.99833945774e+02, 3.44780655195e-04, 6.28217455241e+05, 7.12213299757e-01, 3.71248234588e+03, 4.05992346212e+03, 5.48786404450e+05 
8.74343434343e+01, 7.99198643216e+07, 1.00002371770e+03, 3.44913821795e-04, 6.28610243796e+05, 7.12455674371e-01, 3.71181528772e+03, 4.05919064657e+03, 5.48692274945e+05 
8.74343434343e+01, 8.04218677136e+07, 1.00021329598e+03, 3.45046995740e-04, 6.29003023886e+05, 7.12697871657e-01, 3.71114938092e+03, 4.05845960521e+03, 5.48598306176e+05 
8.74343434343e+01, 8.09238711055e+07, 1.00040268110e+03, 3.45180177262e-04, 6.29395795370e+05, 7.12939891936e-01, 3.71048462343e+03, 4.05773033223e+03, 5.48504497661e+05 
8.74343434343e+01, 8.14258744975e+07, 1.00059187356e+03, 3.45313366593e-04, 6.29788558108e+05, 7.13181735530e-01, 3.70982101322e+03, 4.05700282184e+03, 5.48410848925e+05 
8.74343434343e+01, 8.19278778894e+07, 1.00078087383e+03, 3.45446563963e-04, 6.30181311962e+05, 7.13423402759e-01, 3.70915854824e+03, 4.05627706826e+03, 5.48317359491e+05 
8.74343434343e+01, 8.24298812814e+07, 1.00096968241e+03, 3.45579769600e-04, 6.30574056794e+05, 7.13664893939e-01, 3.70849722645e+03, 4.05555306577e+03, 5.48224028886e+05 
8.74343434343e+01, 8.29318846734e+07, 1.00115829978e+03, 3.45712983732e-04, 6.30966792466e+05, 7.13906209389e-01, 3.70783704584e+03, 4.05483080866e+03, 5.48130856639e+05 
8.74343434343e+01, 8.34338880653e+07, 1.00134672641e+03, 3.45846206586e-04, 6.31359518845e+05, 7.14147349425e-01, 3.70717800437e+03, 4.05411029123e+03, 5.48037842282e+05 
8.74343434343e+01, 8.39358914573e+07, 1.00153496279e+03, 3.45979438386e-04, 6.31752235793e+05, 7.14388314361e-01, 3.70652010001e+03, 4.05339150784e+03, 5.47944985347e+05 
8.74343434343e+01, 8.44378948492e+07, 1.00172300940e+03, 3.46112679356e-04, 6.32144943179e+05, 7.14629104512e-01, 3.70586333074e+03, 4.05267445284e+03, 5.47852285371e+05 
8.74343434343e+01, 8.49398982412e+07, 1.00191086670e+03, 3.46245929718e-04, 6.32537640869e+05, 7.14869720189e-01, 3.70520769454e+03, 4.05195912065e+03, 5.47759741892e+05 
8.74343434343e+01, 8.54419016332e+07, 1.00209853517e+03, 3.46379189694e-04, 6.32930328732e+05, 7.15110161706e-01, 3.70455318939e+03, 4.05124550567e+03, 5.47667354449e+05 
8.74343434343e+01, 8.59439050251e+07, 1.00228601529e+03, 3.46512459504e-04, 6.33323006636e+05, 7.15350429372e-01, 3.70389981329e+03, 4.05053360235e+03, 5.47575122585e+05 
8.74343434343e+01, 8.64459084171e+07, 1.00247330752e+03, 3.46645739366e-04, 6.33715674453e+05, 7.15590523496e-01, 3.70324756421e+03, 4.04982340517e+03, 5.47483045845e+05 
8.74343434343e+01, 8.69479118090e+07, 1.00266041233e+03, 3.46779029498e-04, 6.34108332052e+05, 7.15830444387e-01, 3.70259644015e+03, 4.04911490863e+03, 5.47391123773e+05 
8.74343434343e+01, 8.74499152010e+07, 1.00284733019e+03, 3.46912330117e-04, 6.34500979307e+05, 7.16070192353e-01, 3.70194643910e+03, 4.04840810725e+03, 5.47299355921e+05 
8.74343434343e+01, 8.79519185930e+07, 1.00303406155e+03, 3.47045641437e-04, 6.34893616090e+05, 7.16309767699e-01, 3.70129755907e+03, 4.04770299557e+03, 5.47207741837e+05 
8.74343434343e+01, 8.84539219849e+07, 1.00322060688e+03, 3.47178963672e-04, 6.35286242276e+05, 7.16549170730e-01, 3.70064979805e+03, 4.04699956818e+03, 5.47116281075e+05 
8.74343434343e+01, 8.89559253769e+07, 1.00340696665e+03, 3.47312297037e-04, 6.35678857739e+05, 7.16788401752e-01, 3.70000315404e+03, 4.04629781967e+03, 5.47024973189e+05 
8.74343434343e+01, 8.94579287688e+07, 1.00359314130e+03, 3.47445641741e-04, 6.36071462355e+05, 7.17027461066e-01, 3.69935762505e+03, 4.04559774466e+03, 5.46933817738e+05 
8.74343434343e+01, 8.99599321608e+07, 1.00377913129e+03, 3.47578997995e-04, 6.36464056001e+05, 7.17266348975e-01, 3.69871320908e+03, 4.04489933780e+03, 5.46842814279e+05 
8.74343434343e+01, 9.04619355528e+07, 1.00396493708e+03, 3.47712366010e-04, 6.36856638554e+05, 7.17505065779e-01, 3.69806990416e+03, 4.04420259377e+03, 5.46751962373e+05 
8.74343434343e+01, 9.09639389447e+07, 1.00415055912e+03, 3.47845745992e-04, 6.37249209894e+05, 7.17743611779e-01, 3.69742770829e+03, 4.04350750725e+03, 5.46661261585e+05 
8.74343434343e+01, 9.14659423367e+07, 1.00433599787e+03, 3.47979138150e-04, 6.37641769900e+05, 7.17981987274e-01, 3.69678661949e+03, 4.04281407298e+03, 5.46570711478e+05 
8.74343434343e+01, 9.19679457286e+07, 1.00452125376e+03, 3.48112542688e-04, 6.38034318452e+05, 7.18220192560e-01, 3.69614663579e+03, 4.04212228569e+03, 5.46480311621e+05 
8.74343434343e+01, 9.24699491206e+07, 1.00470632724e+03, 3.48245959812e-04, 6.38426855432e+05, 7.18458227936e-01, 3.69550775519e+03, 4.04143214015e+03, 5.46390061581e+05 
8.74343434343e+01, 9.29719525126e+07, 1.00489121877e+03, 3.48379389725e-04, 6.38819380721e+05, 7.18696093697e-01, 3.69486997573e+03, 4.04074363116e+03, 5.46299960931e+05 
8.74343434343e+01, 9.34739559045e+07, 1.00507592878e+03, 3.48512832631e-04, 6.39211894203e+05, 7.18933790138e-01, 3.69423329544e+03, 4.04005675352e+03, 5.46210009243e+05 
8.74343434343e+01, 9.39759592965e+07, 1.00526045772e+03, 3.48646288729e-04, 6.39604395761e+05, 7.19171317553e-01, 3.69359771235e+03, 4.03937150208e+03, 5.46120206092e+05 
8.74343434343e+01, 9.44779626884e+07, 1.00544480603e+03, 3.48779758221e-04, 6.39996885281e+05, 7.19408676234e-01, 3.69296322449e+03, 4.03868787170e+03, 5.46030551055e+05 
8.74343434343e+01, 9.49799660804e+07, 1.00562897414e+03, 3.48913241305e-04, 6.40389362648e+05, 7.19645866473e-01, 3.69232982989e+03, 4.03800585725e+03, 5.45941043712e+05 
8.74343434343e+01, 9.54819694724e+07, 1.00581296248e+03, 3.49046738181e-04, 6.40781827748e+05, 7.19882888562e-01, 3.69169752661e+03, 4.03732545366e+03, 5.45851683642e+05 
8.74343434343e+01, 9.59839728643e+07, 1.00599677151e+03, 3.49180249044e-04, 6.41174280469e+05, 7.20119742790e-01, 3.69106631267e+03, 4.03664665585e+03, 5.45762470428e+05 
8.74343434343e+01, 9.64859762563e+07, 1.00618040164e+03, 3.49313774092e-04, 6.41566720699e+05, 7.20356429446e-01, 3.69043618612e+03, 4.03596945876e+03, 5.45673403656e+05 
8.74343434343e+01, 9.69879796482e+07, 1.00636385331e+03, 3.49447313518e-04, 6.41959148326e+05, 7.20592948818e-01, 3.68980714502e+03, 4.03529385738e+03, 5.45584482911e+05 
8.74343434343e+01, 9.74899830402e+07, 1.00654712695e+03, 3.49580867517e-04, 6.42351563242e+05, 7.20829301194e-01, 3.68917918741e+03, 4.03461984670e+03, 5.45495707783e+05 
8.74343434343e+01, 9.79919864322e+07, 1.00673022298e+03, 3.49714436281e-04, 6.42743965335e+05, 7.21065486858e-01, 3.68855231134e+03, 4.03394742174e+03, 5.45407077860e+05 
8.74343434343e+01, 9.84939898241e+07, 1.00691314184e+03, 3.49848020003e-04, 6.43136354499e+05, 7.21301506097e-01, 3.68792651487e+03, 4.03327657755e+03, 5.45318592736e+05 
8.74343434343e+01, 9.89959932161e+07, 1.00709588394e+03, 3.49981618873e-04, 6.43528730624e+05, 7.21537359195e-01, 3.68730179606e+03, 4.03260730917e+03, 5.45230252004e+05 
8.74343434343e+01, 9.94979966080e+07, 1.00727844971e+03, 3.50115233081e-04, 6.43921093604e+05, 7.21773046434e-01, 3.68667815298e+03, 4.03193961171e+03, 5.45142055260e+05 
8.74343434343e+01, 1.00000000000e+08, 1.00746083958e+03, 3.50248862815e-04, 6.44313443333e+05, 7.22008568097e-01, 3.68605558367e+03, 4.03127348026e+03, 5.45054002101e+05 
8.94444444444e+01, 1.01325000000e+05, 9.65682430807e+02, 3.16181443495e-04, 5.74631856790e+05, 6.72503296039e-01, 3.82326060290e+03, 4.20468559083e+03, 5.74526930992e+05 
8.94444444444e+01, 6.03328391960e+05, 9.65911843282e+02, 3.16317678108e-04, 5.75020985701e+05, 6.72780253556e-01, 3.82240075020e+03, 4.20356820251e+03, 5.74396365146e+05 
8.94444444444e+01, 1.10533178392e+06, 9.66140940919e+02, 3.16453853852e-04, 5.75410155862e+05, 6.73056961283e-01, 3.82154238021e+03, 4.20245409380e+03, 5.74266086982e+05 
8.94444444444e+01, 1.60733517588e+06, 9.66369724845e+02, 3.16589971359e-04, 5.75799366768e+05, 6.73333419901e-01, 3.82068549005e+03, 4.20134324956e+03, 5.74136095315e+05 
8.94444444444e+01, 2.10933856784e+06, 9.66598196181e+02, 3.16726031257e-04, 5.76188617918e+05, 6.73609630086e-01, 3.81983007681e+03, 4.20023565475e+03, 5.74006388967e+05 
8.94444444444e+01, 2.61134195980e+06, 9.66826356041e+02, 3.16862034172e-04, 5.76577908816e+05, 6.73885592510e-01, 3.81897613763e+03, 4.19913129443e+03, 5.73876966766e+05 
8.94444444444e+01, 3.11334535176e+06, 9.67054205531e+02, 3.16997980721e-04, 5.76967238969e+05, 6.74161307843e-01, 3.81812366965e+03, 4.19803015378e+03, 5.73747827550e+05 
8.94444444444e+01, 3.61534874372e+06, 9.67281745751e+02, 3.17133871520e-04, 5.77356607889e+05, 6.74436776748e-01, 3.81727267002e+03, 4.19693221810e+03, 5.73618970164e+05 
8.94444444444e+01, 4.11735213568e+06, 9.67508977795e+02, 3.17269707180e-04, 5.77746015091e+05, 6.74711999885e-01, 3.81642313591e+03, 4.19583747277e+03, 5.73490393459e+05 
8.94444444444e+01, 4.61935552764e+06, 9.67735902749e+02, 3.17405488306e-04, 5.78135460095e+05, 6.74986977910e-01, 3.81557506449e+03, 4.19474590332e+03, 5.73362096293e+05 
8.94444444444e+01, 5.12135891960e+06, 9.67962521691e+02, 3.17541215502e-04, 5.78524942424e+05, 6.75261711476e-01, 3.81472845296e+03, 4.19365749534e+03, 5.73234077535e+05 
8.94444444444e+01, 5.62336231156e+06, 9.68188835696e+02, 3.17676889363e-04, 5.78914461604e+05, 6.75536201231e-01, 3.81388329852e+03, 4.19257223455e+03, 5.73106336056e+05 
8.94444444444e+01, 6.12536570352e+06, 9.68414845829e+02, 3.17812510485e-04, 5.79304017167e+05, 6.75810447818e-01, 3.81303959839e+03, 4.19149010677e+03, 5.72978870738e+05 
8.94444444444e+01, 6.62736909548e+06, 9.68640553150e+02, 3.17948079456e-04, 5.79693608647e+05, 6.76084451880e-01, 3.81219734979e+03, 4.19041109793e+03, 5.72851680468e+05 
8.94444444444e+01, 7.12937248744e+06, 9.68865958712e+02, 3.18083596862e-04, 5.80083235582e+05, 6.76358214051e-01, 3.81135654998e+03, 4.18933519404e+03, 5.72724764141e+05 
8.94444444444e+01, 7.63137587940e+06, 9.69091063564e+02, 3.18219063283e-04, 5.80472897515e+05, 6.76631734966e-01, 3.81051719619e+03, 4.18826238122e+03, 5.72598120658e+05 
8.94444444444e+01, 8.13337927136e+06, 9.69315868744e+02, 3.18354479297e-04, 5.80862593990e+05, 6.76905015252e-01, 3.80967928571e+03, 4.18719264571e+03, 5.72471748928e+05 
8.94444444444e+01, 8.63538266332e+06, 9.69540375288e+02, 3.18489845476e-04, 5.81252324558e+05, 6.77178055537e-01, 3.80884281579e+03, 4.18612597381e+03, 5.72345647865e+05 
8.94444444444e+01, 9.13738605528e+06, 9.69764584223e+02, 3.18625162390e-04, 5.81642088771e+05, 6.77450856441e-01, 3.80800778373e+03, 4.18506235195e+03, 5.72219816392e+05 
8.94444444444e+01, 9.63938944724e+06, 9.69988496572e+02, 3.18760430604e-04, 5.82031886184e+05, 6.77723418583e-01, 3.80717418682e+03, 4.18400176664e+03, 5.72094253438e+05 
8.94444444444e+01, 1.01413928392e+07, 9.70212113351e+02, 3.18895650678e-04, 5.82421716359e+05, 6.77995742577e-01, 3.80634202238e+03, 4.18294420450e+03, 5.71968957937e+05 
8.94444444444e+01, 1.06433962312e+07, 9.70435435568e+02, 3.19030823171e-04, 5.82811578859e+05, 6.78267829034e-01, 3.80551128773e+03, 4.18188965221e+03, 5.71843928832e+05 
8.94444444444e+01, 1.11453996231e+07, 9.70658464229e+02, 3.19165948634e-04, 5.83201473249e+05, 6.78539678563e-01, 3.80468198019e+03, 4.18083809659e+03, 5.71719165070e+05 
8.94444444444e+01, 1.16474030151e+07, 9.70881200331e+02, 3.19301027620e-04, 5.83591399102e+05, 6.78811291766e-01, 3.80385409711e+03, 4.17978952452e+03, 5.71594665607e+05 
8.94444444444e+01, 1.21494064070e+07, 9.71103644866e+02, 3.19436060671e-04, 5.83981355989e+05, 6.79082669244e-01, 3.80302763583e+03, 4.17874392297e+03, 5.71470429404e+05 
8.94444444444e+01, 1.26514097990e+07, 9.71325798820e+02, 3.19571048332e-04, 5.84371343489e+05, 6.79353811595e-01, 3.80220259373e+03, 4.17770127903e+03, 5.71346455429e+05 
8.94444444444e+01, 1.31534131910e+07, 9.71547663173e+02, 3.19705991140e-04, 5.84761361181e+05, 6.79624719412e-01, 3.80137896816e+03, 4.17666157985e+03, 5.71222742656e+05 
8.94444444444e+01, 1.36554165829e+07, 9.71769238900e+02, 3.19840889630e-04, 5.85151408649e+05, 6.79895393286e-01, 3.80055675652e+03, 4.17562481268e+03, 5.71099290064e+05 
8.94444444444e+01, 1.41574199749e+07, 9.71990526969e+02, 3.19975744334e-04, 5.85541485481e+05, 6.80165833803e-01, 3.79973595619e+03, 4.17459096486e+03, 5.70976096640e+05 
8.94444444444e+01, 1.46594233668e+07, 9.72211528345e+02, 3.20110555777e-04, 5.85931591265e+05, 6.80436041547e-01, 3.79891656458e+03, 4.17356002381e+03, 5.70853161377e+05 
8.94444444444e+01, 1.51614267588e+07, 9.72432243985e+02, 3.20245324485e-04, 5.86321725597e+05, 6.80706017100e-01, 3.79809857909e+03, 4.17253197705e+03, 5.70730483274e+05 
8.94444444444e+01, 1.56634301508e+07, 9.72652674840e+02, 3.20380050977e-04, 5.86711888071e+05, 6.80975761037e-01, 3.79728199714e+03, 4.17150681216e+03, 5.70608061334e+05 
8.94444444444e+01, 1.61654335427e+07, 9.72872821857e+02, 3.20514735770e-04, 5.87102078288e+05, 6.81245273934e-01, 3.79646681617e+03, 4.17048451683e+03, 5.70485894570e+05 
8.94444444444e+01, 1.66674369347e+07, 9.73092685978e+02, 3.20649379378e-04, 5.87492295851e+05, 6.81514556360e-01, 3.79565303360e+03, 4.16946507882e+03, 5.70363981997e+05 
8.94444444444e+01, 1.71694403266e+07, 9.73312268139e+02, 3.20783982310e-04, 5.87882540366e+05, 6.81783608884e-01, 3.79484064689e+03, 4.16844848598e+03, 5.70242322639e+05 
8.94444444444e+01, 1.76714437186e+07, 9.73531569269e+02, 3.20918545073e-04, 5.88272811441e+05, 6.82052432070e-01, 3.79402965349e+03, 4.16743472623e+03, 5.70120915523e+05 
8.94444444444e+01, 1.81734471106e+07, 9.73750590294e+02, 3.21053068169e-04, 5.88663108689e+05, 6.82321026480e-01, 3.79322005087e+03, 4.16642378758e+03, 5.69999759684e+05 
8.94444444444e+01, 1.86754505025e+07, 9.73969332133e+02, 3.21187552099e-04, 5.89053431725e+05, 6.82589392672e-01, 3.79241183650e+03, 4.16541565812e+03, 5.69878854163e+05 
8.94444444444e+01, 1.91774538945e+07, 9.74187795702e+02, 3.21321997358e-04, 5.89443780167e+05, 6.82857531202e-01, 3.79160500786e+03, 4.16441032603e+03, 5.69758198004e+05 
8.94444444444e+01, 1.96794572864e+07, 9.74405981909e+02, 3.21456404439e-04, 5.89834153636e+05, 6.83125442622e-01, 3.79079956243e+03, 4.16340777954e+03, 5.69637790260e+05 
8.94444444444e+01, 2.01814606784e+07, 9.74623891659e+02, 3.21590773833e-04, 5.90224551755e+05, 6.83393127481e-01, 3.78999549772e+03, 4.16240800698e+03, 5.69517629987e+05 
8.94444444444e+01, 2.06834640704e+07, 9.74841525852e+02, 3.21725106025e-04, 5.90614974153e+05, 6.83660586325e-01, 3.78919281124e+03, 4.16141099676e+03, 5.69397716248e+05 
8.94444444444e+01, 2.11854674623e+07, 9.75058885381e+02, 3.21859401498e-04, 5.91005420458e+05, 6.83927819700e-01, 3.78839150049e+03, 4.16041673735e+03, 5.69278048112e+05 
8.94444444444e+01, 2.16874708543e+07, 9.75275971135e+02, 3.21993660733e-04, 5.91395890304e+05, 6.84194828144e-01, 3.78759156299e+03, 4.15942521732e+03, 5.69158624652e+05 
8.94444444444e+01, 2.21894742462e+07, 9.75492783999e+02, 3.22127884206e-04, 5.91786383325e+05, 6.84461612196e-01, 3.78679299629e+03, 4.15843642527e+03, 5.69039444947e+05 
8.94444444444e+01, 2.26914776382e+07, 9.75709324852e+02, 3.22262072392e-04, 5.92176899161e+05, 6.84728172391e-01, 3.78599579791e+03, 4.15745034994e+03, 5.68920508082e+05 
8.94444444444e+01, 2.31934810302e+07, 9.75925594569e+02, 3.22396225760e-04, 5.92567437452e+05, 6.84994509261e-01, 3.78519996539e+03, 4.15646698008e+03, 5.68801813147e+05 
8.94444444444e+01, 2.36954844221e+07, 9.76141594018e+02, 3.22530344777e-04, 5.92957997842e+05, 6.85260623335e-01, 3.78440549630e+03, 4.15548630454e+03, 5.68683359237e+05 
8.94444444444e+01, 2.41974878141e+07, 9.76357324066e+02, 3.22664429909e-04, 5.93348579978e+05, 6.85526515139e-01, 3.78361238818e+03, 4.15450831227e+03, 5.68565145453e+05 
8.94444444444e+01, 2.46994912060e+07, 9.76572785571e+02, 3.22798481617e-04, 5.93739183509e+05, 6.85792185199e-01, 3.78282063861e+03, 4.15353299223e+03, 5.68447170900e+05 
8.94444444444e+01, 2.52014945980e+07, 9.76787979389e+02, 3.22932500358e-04, 5.94129808087e+05, 6.86057634033e-01, 3.78203024516e+03, 4.15256033351e+03, 5.68329434690e+05 
8.94444444444e+01, 2.57034979899e+07, 9.77002906371e+02, 3.23066486589e-04, 5.94520453367e+05, 6.86322862162e-01, 3.78124120541e+03, 4.15159032523e+03, 5.68211935938e+05 
8.94444444444e+01, 2.62055013819e+07, 9.77217567362e+02, 3.23200440761e-04, 5.94911119006e+05, 6.86587870101e-01, 3.78045351695e+03, 4.15062295660e+03, 5.68094673767e+05 
8.94444444444e+01, 2.67075047739e+07, 9.77431963205e+02, 3.23334363324e-04, 5.95301804664e+05, 6.86852658362e-01, 3.77966717737e+03, 4.14965821690e+03, 5.67977647302e+05 
8.94444444444e+01, 2.72095081658e+07, 9.77646094735e+02, 3.23468254724e-04, 5.95692510005e+05, 6.87117227456e-01, 3.77888218427e+03, 4.14869609546e+03, 5.67860855675e+05 
8.94444444444e+01, 2.77115115578e+07, 9.77859962786e+02, 3.23602115405e-04, 5.96083234692e+05, 6.87381577891e-01, 3.77809853526e+03, 4.14773658169e+03, 5.67744298022e+05 
8.94444444444e+01, 2.82135149497e+07, 9.78073568184e+02, 3.23735945807e-04, 5.96473978394e+05, 6.87645710173e-01, 3.77731622796e+03, 4.14677966507e+03, 5.67627973484e+05 
8.94444444444e+01, 2.87155183417e+07, 9.78286911754e+02, 3.23869746369e-04, 5.96864740781e+05, 6.87909624803e-01, 3.77653525999e+03, 4.14582533514e+03, 5.67511881209e+05 
8.94444444444e+01, 2.92175217337e+07, 9.78499994314e+02, 3.24003517526e-04, 5.97255521526e+05, 6.88173322282e-01, 3.77575562897e+03, 4.14487358152e+03, 5.67396020347e+05 
8.94444444444e+01, 2.97195251256e+07, 9.78712816679e+02, 3.24137259709e-04, 5.97646320304e+05, 6.88436803108e-01, 3.77497733254e+03, 4.14392439386e+03, 5.67280390054e+05 
8.94444444444e+01, 3.02215285176e+07, 9.78925379658e+02, 3.24270973349e-04, 5.98037136792e+05, 6.88700067776e-01, 3.77420036834e+03, 4.14297776192e+03, 5.67164989491e+05 
8.94444444444e+01, 3.07235319095e+07, 9.79137684058e+02, 3.24404658871e-04, 5.98427970672e+05, 6.88963116778e-01, 3.77342473401e+03, 4.14203367549e+03, 5.67049817824e+05 
8.94444444444e+01, 3.12255353015e+07, 9.79349730681e+02, 3.24538316700e-04, 5.98818821626e+05, 6.89225950605e-01, 3.77265042721e+03, 4.14109212443e+03, 5.66934874223e+05 
