# This autogenerated file contains thermodynamical properties of H2O.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min pressure = 101325.0, max pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg], thermal_conductivity [W/m.K], cv [J/kg.K], cp [J/kg.K], internal energy [J/kg.K]
1.50707070707e+01, 6.38557557789e+07, 1.02695770019e+03, 1.11354698341e-03, 3.22455330599e+05, 6.23969315752e-01, 3.97319748529e+03, 4.01933935778e+03, 2.60275792174e+05 
1.50707070707e+01, 6.43577591709e+07, 1.02716306815e+03, 1.11347217207e-03, 3.22907997344e+05, 6.24213930366e-01, 3.97189362881e+03, 4.01833170011e+03, 2.60252162875e+05 
1.50707070707e+01, 6.48597625628e+07, 1.02736823085e+03, 1.11339880044e-03, 3.23360476327e+05, 6.24458099975e-01, 3.97059346852e+03, 4.01732822182e+03, 2.60228523619e+05 
1.50707070707e+01, 6.53617659548e+07, 1.02757318858e+03, 1.11332686648e-03, 3.23812767989e+05, 6.24701825529e-01, 3.96929699126e+03, 4.01632890485e+03, 2.60204874477e+05 
1.50707070707e+01, 6.58637693467e+07, 1.02777794166e+03, 1.11325636814e-03, 3.24264872773e+05, 6.24945107977e-01, 3.96800418394e+03, 4.01533373121e+03, 2.60181215519e+05 
1.50707070707e+01, 6.63657727387e+07, 1.02798249041e+03, 1.11318730336e-03, 3.24716791118e+05, 6.25187948268e-01, 3.96671503350e+03, 4.01434268298e+03, 2.60157546814e+05 
1.50707070707e+01, 6.68677761307e+07, 1.02818683513e+03, 1.11311967011e-03, 3.25168523465e+05, 6.25430347348e-01, 3.96542952695e+03, 4.01335574229e+03, 2.60133868434e+05 
1.50707070707e+01, 6.73697795226e+07, 1.02839097614e+03, 1.11305346634e-03, 3.25620070253e+05, 6.25672306162e-01, 3.96414765137e+03, 4.01237289136e+03, 2.60110180449e+05 
1.50707070707e+01, 6.78717829146e+07, 1.02859491375e+03, 1.11298868999e-03, 3.26071431920e+05, 6.25913825655e-01, 3.96286939385e+03, 4.01139411244e+03, 2.60086482931e+05 
1.50707070707e+01, 6.83737863065e+07, 1.02879864827e+03, 1.11292533903e-03, 3.26522608903e+05, 6.26154906770e-01, 3.96159474158e+03, 4.01041938786e+03, 2.60062775950e+05 
1.50707070707e+01, 6.88757896985e+07, 1.02900218002e+03, 1.11286341139e-03, 3.26973601639e+05, 6.26395550446e-01, 3.96032368177e+03, 4.00944870001e+03, 2.60039059579e+05 
1.50707070707e+01, 6.93777930905e+07, 1.02920550929e+03, 1.11280290503e-03, 3.27424410564e+05, 6.26635757625e-01, 3.95905620171e+03, 4.00848203135e+03, 2.60015333889e+05 
1.50707070707e+01, 6.98797964824e+07, 1.02940863641e+03, 1.11274381790e-03, 3.27875036113e+05, 6.26875529245e-01, 3.95779228872e+03, 4.00751936439e+03, 2.59991598952e+05 
1.50707070707e+01, 7.03817998744e+07, 1.02961156168e+03, 1.11268614796e-03, 3.28325478721e+05, 6.27114866243e-01, 3.95653193017e+03, 4.00656068170e+03, 2.59967854842e+05 
1.50707070707e+01, 7.08838032663e+07, 1.02981428541e+03, 1.11262989315e-03, 3.28775738820e+05, 6.27353769556e-01, 3.95527511351e+03, 4.00560596593e+03, 2.59944101630e+05 
1.50707070707e+01, 7.13858066583e+07, 1.03001680791e+03, 1.11257505142e-03, 3.29225816844e+05, 6.27592240117e-01, 3.95402182622e+03, 4.00465519978e+03, 2.59920339389e+05 
1.50707070707e+01, 7.18878100503e+07, 1.03021912949e+03, 1.11252162072e-03, 3.29675713224e+05, 6.27830278860e-01, 3.95277205583e+03, 4.00370836599e+03, 2.59896568194e+05 
1.50707070707e+01, 7.23898134422e+07, 1.03042125046e+03, 1.11246959901e-03, 3.30125428393e+05, 6.28067886717e-01, 3.95152578993e+03, 4.00276544742e+03, 2.59872788116e+05 
1.50707070707e+01, 7.28918168342e+07, 1.03062317113e+03, 1.11241898423e-03, 3.30574962779e+05, 6.28305064619e-01, 3.95028301617e+03, 4.00182642693e+03, 2.59848999230e+05 
1.50707070707e+01, 7.33938202261e+07, 1.03082489180e+03, 1.11236977434e-03, 3.31024316813e+05, 6.28541813494e-01, 3.94904372221e+03, 4.00089128746e+03, 2.59825201609e+05 
1.50707070707e+01, 7.38958236181e+07, 1.03102641278e+03, 1.11232196729e-03, 3.31473490923e+05, 6.28778134270e-01, 3.94780789581e+03, 3.99996001204e+03, 2.59801395327e+05 
1.50707070707e+01, 7.43978270101e+07, 1.03122773439e+03, 1.11227556102e-03, 3.31922485537e+05, 6.29014027875e-01, 3.94657552475e+03, 3.99903258372e+03, 2.59777580460e+05 
1.50707070707e+01, 7.48998304020e+07, 1.03142885692e+03, 1.11223055350e-03, 3.32371301082e+05, 6.29249495232e-01, 3.94534659687e+03, 3.99810898564e+03, 2.59753757080e+05 
1.50707070707e+01, 7.54018337940e+07, 1.03162978068e+03, 1.11218694266e-03, 3.32819937985e+05, 6.29484537267e-01, 3.94412110005e+03, 3.99718920097e+03, 2.59729925263e+05 
1.50707070707e+01, 7.59038371859e+07, 1.03183050599e+03, 1.11214472648e-03, 3.33268396671e+05, 6.29719154901e-01, 3.94289902223e+03, 3.99627321298e+03, 2.59706085084e+05 
1.50707070707e+01, 7.64058405779e+07, 1.03203103314e+03, 1.11210390289e-03, 3.33716677564e+05, 6.29953349056e-01, 3.94168035139e+03, 3.99536100497e+03, 2.59682236618e+05 
1.50707070707e+01, 7.69078439698e+07, 1.03223136245e+03, 1.11206446985e-03, 3.34164781090e+05, 6.30187120651e-01, 3.94046507558e+03, 3.99445256031e+03, 2.59658379940e+05 
1.50707070707e+01, 7.74098473618e+07, 1.03243149421e+03, 1.11202642532e-03, 3.34612707670e+05, 6.30420470605e-01, 3.93925318286e+03, 3.99354786243e+03, 2.59634515126e+05 
1.50707070707e+01, 7.79118507538e+07, 1.03263142874e+03, 1.11198976725e-03, 3.35060457727e+05, 6.30653399835e-01, 3.93804466136e+03, 3.99264689481e+03, 2.59610642250e+05 
1.50707070707e+01, 7.84138541457e+07, 1.03283116634e+03, 1.11195449359e-03, 3.35508031682e+05, 6.30885909257e-01, 3.93683949926e+03, 3.99174964101e+03, 2.59586761390e+05 
1.50707070707e+01, 7.89158575377e+07, 1.03303070731e+03, 1.11192060231e-03, 3.35955429956e+05, 6.31117999784e-01, 3.93563768479e+03, 3.99085608463e+03, 2.59562872621e+05 
1.50707070707e+01, 7.94178609296e+07, 1.03323005196e+03, 1.11188809136e-03, 3.36402652969e+05, 6.31349672331e-01, 3.93443920621e+03, 3.98996620934e+03, 2.59538976019e+05 
1.50707070707e+01, 7.99198643216e+07, 1.03342920060e+03, 1.11185695869e-03, 3.36849701140e+05, 6.31580927809e-01, 3.93324405183e+03, 3.98907999886e+03, 2.59515071661e+05 
1.50707070707e+01, 8.04218677136e+07, 1.03362815352e+03, 1.11182720226e-03, 3.37296574887e+05, 6.31811767128e-01, 3.93205221004e+03, 3.98819743700e+03, 2.59491159623e+05 
1.50707070707e+01, 8.09238711055e+07, 1.03382691103e+03, 1.11179882004e-03, 3.37743274627e+05, 6.32042191197e-01, 3.93086366922e+03, 3.98731850757e+03, 2.59467239981e+05 
1.50707070707e+01, 8.14258744975e+07, 1.03402547343e+03, 1.11177180998e-03, 3.38189800777e+05, 6.32272200924e-01, 3.92967841784e+03, 3.98644319449e+03, 2.59443312814e+05 
1.50707070707e+01, 8.19278778894e+07, 1.03422384104e+03, 1.11174617005e-03, 3.38636153753e+05, 6.32501797215e-01, 3.92849644440e+03, 3.98557148173e+03, 2.59419378198e+05 
1.50707070707e+01, 8.24298812814e+07, 1.03442201414e+03, 1.11172189821e-03, 3.39082333969e+05, 6.32730980975e-01, 3.92731773744e+03, 3.98470335329e+03, 2.59395436209e+05 
1.50707070707e+01, 8.29318846734e+07, 1.03461999305e+03, 1.11169899241e-03, 3.39528341839e+05, 6.32959753108e-01, 3.92614228556e+03, 3.98383879326e+03, 2.59371486926e+05 
1.50707070707e+01, 8.34338880653e+07, 1.03481777806e+03, 1.11167745063e-03, 3.39974177778e+05, 6.33188114515e-01, 3.92497007739e+03, 3.98297778577e+03, 2.59347530425e+05 
1.50707070707e+01, 8.39358914573e+07, 1.03501536948e+03, 1.11165727082e-03, 3.40419842196e+05, 6.33416066099e-01, 3.92380110161e+03, 3.98212031502e+03, 2.59323566785e+05 
1.50707070707e+01, 8.44378948492e+07, 1.03521276761e+03, 1.11163845096e-03, 3.40865335506e+05, 6.33643608757e-01, 3.92263534695e+03, 3.98126636527e+03, 2.59299596084e+05 
1.50707070707e+01, 8.49398982412e+07, 1.03540997275e+03, 1.11162098901e-03, 3.41310658118e+05, 6.33870743389e-01, 3.92147280218e+03, 3.98041592081e+03, 2.59275618398e+05 
1.50707070707e+01, 8.54419016332e+07, 1.03560698520e+03, 1.11160488294e-03, 3.41755810442e+05, 6.34097470891e-01, 3.92031345610e+03, 3.97956896602e+03, 2.59251633806e+05 
1.50707070707e+01, 8.59439050251e+07, 1.03580380527e+03, 1.11159013072e-03, 3.42200792888e+05, 6.34323792158e-01, 3.91915729758e+03, 3.97872548533e+03, 2.59227642387e+05 
1.50707070707e+01, 8.64459084171e+07, 1.03600043325e+03, 1.11157673033e-03, 3.42645605864e+05, 6.34549708085e-01, 3.91800431552e+03, 3.97788546321e+03, 2.59203644218e+05 
1.50707070707e+01, 8.69479118090e+07, 1.03619686945e+03, 1.11156467973e-03, 3.43090249777e+05, 6.34775219564e-01, 3.91685449886e+03, 3.97704888421e+03, 2.59179639378e+05 
1.50707070707e+01, 8.74499152010e+07, 1.03639311417e+03, 1.11155397689e-03, 3.43534725033e+05, 6.35000327487e-01, 3.91570783659e+03, 3.97621573292e+03, 2.59155627946e+05 
1.50707070707e+01, 8.79519185930e+07, 1.03658916769e+03, 1.11154461980e-03, 3.43979032039e+05, 6.35225032743e-01, 3.91456431773e+03, 3.97538599399e+03, 2.59131609999e+05 
1.50707070707e+01, 8.84539219849e+07, 1.03678503034e+03, 1.11153660643e-03, 3.44423171199e+05, 6.35449336221e-01, 3.91342393136e+03, 3.97455965215e+03, 2.59107585618e+05 
1.50707070707e+01, 8.89559253769e+07, 1.03698070240e+03, 1.11152993475e-03, 3.44867142917e+05, 6.35673238808e-01, 3.91228666659e+03, 3.97373669215e+03, 2.59083554880e+05 
1.50707070707e+01, 8.94579287688e+07, 1.03717618417e+03, 1.11152460276e-03, 3.45310947597e+05, 6.35896741391e-01, 3.91115251258e+03, 3.97291709882e+03, 2.59059517865e+05 
1.50707070707e+01, 8.99599321608e+07, 1.03737147596e+03, 1.11152060842e-03, 3.45754585641e+05, 6.36119844853e-01, 3.91002145853e+03, 3.97210085704e+03, 2.59035474652e+05 
1.50707070707e+01, 9.04619355528e+07, 1.03756657806e+03, 1.11151794972e-03, 3.46198057450e+05, 6.36342550077e-01, 3.90889349367e+03, 3.97128795174e+03, 2.59011425319e+05 
1.50707070707e+01, 9.09639389447e+07, 1.03776149077e+03, 1.11151662465e-03, 3.46641363426e+05, 6.36564857945e-01, 3.90776860728e+03, 3.97047836792e+03, 2.58987369947e+05 
1.50707070707e+01, 9.14659423367e+07, 1.03795621439e+03, 1.11151663119e-03, 3.47084503967e+05, 6.36786769339e-01, 3.90664678869e+03, 3.96967209063e+03, 2.58963308614e+05 
1.50707070707e+01, 9.19679457286e+07, 1.03815074922e+03, 1.11151796732e-03, 3.47527479474e+05, 6.37008285135e-01, 3.90552802726e+03, 3.96886910498e+03, 2.58939241399e+05 
1.50707070707e+01, 9.24699491206e+07, 1.03834509555e+03, 1.11152063105e-03, 3.47970290344e+05, 6.37229406212e-01, 3.90441231239e+03, 3.96806939612e+03, 2.58915168383e+05 
1.50707070707e+01, 9.29719525126e+07, 1.03853925368e+03, 1.11152462036e-03, 3.48412936974e+05, 6.37450133447e-01, 3.90329963352e+03, 3.96727294926e+03, 2.58891089646e+05 
1.50707070707e+01, 9.34739559045e+07, 1.03873322391e+03, 1.11152993324e-03, 3.48855419761e+05, 6.37670467713e-01, 3.90218998015e+03, 3.96647974969e+03, 2.58867005265e+05 
1.50707070707e+01, 9.39759592965e+07, 1.03892700655e+03, 1.11153656768e-03, 3.49297739101e+05, 6.37890409884e-01, 3.90108334180e+03, 3.96568978273e+03, 2.58842915322e+05 
1.50707070707e+01, 9.44779626884e+07, 1.03912060187e+03, 1.11154452169e-03, 3.49739895389e+05, 6.38109960833e-01, 3.89997970802e+03, 3.96490303377e+03, 2.58818819896e+05 
1.50707070707e+01, 9.49799660804e+07, 1.03931401018e+03, 1.11155379327e-03, 3.50181889018e+05, 6.38329121430e-01, 3.89887906842e+03, 3.96411948823e+03, 2.58794719067e+05 
1.50707070707e+01, 9.54819694724e+07, 1.03950723178e+03, 1.11156438040e-03, 3.50623720381e+05, 6.38547892543e-01, 3.89778141265e+03, 3.96333913162e+03, 2.58770612915e+05 
1.50707070707e+01, 9.59839728643e+07, 1.03970026697e+03, 1.11157628110e-03, 3.51065389871e+05, 6.38766275041e-01, 3.89668673039e+03, 3.96256194948e+03, 2.58746501520e+05 
1.50707070707e+01, 9.64859762563e+07, 1.03989311603e+03, 1.11158949337e-03, 3.51506897879e+05, 6.38984269790e-01, 3.89559501136e+03, 3.96178792741e+03, 2.58722384962e+05 
1.50707070707e+01, 9.69879796482e+07, 1.04008577926e+03, 1.11160401521e-03, 3.51948244795e+05, 6.39201877656e-01, 3.89450624532e+03, 3.96101705107e+03, 2.58698263321e+05 
1.50707070707e+01, 9.74899830402e+07, 1.04027825697e+03, 1.11161984464e-03, 3.52389431010e+05, 6.39419099501e-01, 3.89342042207e+03, 3.96024930618e+03, 2.58674136677e+05 
1.50707070707e+01, 9.79919864322e+07, 1.04047054943e+03, 1.11163697966e-03, 3.52830456912e+05, 6.39635936187e-01, 3.89233753144e+03, 3.95948467850e+03, 2.58650005110e+05 
1.50707070707e+01, 9.84939898241e+07, 1.04066265696e+03, 1.11165541829e-03, 3.53271322889e+05, 6.39852388577e-01, 3.89125756331e+03, 3.95872315384e+03, 2.58625868701e+05 
1.50707070707e+01, 9.89959932161e+07, 1.04085457984e+03, 1.11167515855e-03, 3.53712029328e+05, 6.40068457529e-01, 3.89018050760e+03, 3.95796471810e+03, 2.58601727530e+05 
1.50707070707e+01, 9.94979966080e+07, 1.04104631837e+03, 1.11169619843e-03, 3.54152576615e+05, 6.40284143900e-01, 3.88910635426e+03, 3.95720935719e+03, 2.58577581677e+05 
1.50707070707e+01, 1.00000000000e+08, 1.04123787283e+03, 1.11171853598e-03, 3.54592965137e+05, 6.40499448549e-01, 3.88803509327e+03, 3.95645705709e+03, 2.58553431223e+05 
1.70808080808e+01, 1.01325000000e+05, 9.98763900304e+02, 1.07757183575e-03, 2.71694443226e+05, 5.92726832425e-01, 4.16721601767e+03, 4.18638769151e+03, 2.71592992823e+05 
1.70808080808e+01, 6.03328391960e+05, 9.98996200258e+02, 1.07735240124e-03, 2.72171438334e+05, 5.93030114923e-01, 4.16535894272e+03, 4.18474045244e+03, 2.71567503712e+05 
1.70808080808e+01, 1.10533178392e+06, 9.99228252286e+02, 1.07713441966e-03, 2.72648197232e+05, 5.93332845033e-01, 4.16350755803e+03, 4.18309985582e+03, 2.71542011753e+05 
1.70808080808e+01, 1.60733517588e+06, 9.99460056838e+02, 1.07691788994e-03, 2.73124720406e+05, 5.93635023898e-01, 4.16166184153e+03, 4.18146587581e+03, 2.71516516892e+05 
1.70808080808e+01, 2.10933856784e+06, 9.99691614361e+02, 1.07670281103e-03, 2.73601008338e+05, 5.93936652660e-01, 4.15982177126e+03, 4.17983848665e+03, 2.71491019079e+05 
1.70808080808e+01, 2.61134195980e+06, 9.99922925302e+02, 1.07648918185e-03, 2.74077061509e+05, 5.94237732456e-01, 4.15798732539e+03, 4.17821766268e+03, 2.71465518265e+05 
1.70808080808e+01, 3.11334535176e+06, 1.00015399010e+03, 1.07627700130e-03, 2.74552880402e+05, 5.94538264422e-01, 4.15615848217e+03, 4.17660337835e+03, 2.71440014401e+05 
1.70808080808e+01, 3.61534874372e+06, 1.00038480921e+03, 1.07606626828e-03, 2.75028465499e+05, 5.94838249688e-01, 4.15433522000e+03, 4.17499560820e+03, 2.71414507439e+05 
1.70808080808e+01, 4.11735213568e+06, 1.00061538305e+03, 1.07585698171e-03, 2.75503817278e+05, 5.95137689384e-01, 4.15251751734e+03, 4.17339432687e+03, 2.71388997333e+05 
1.70808080808e+01, 4.61935552764e+06, 1.00084571207e+03, 1.07564914045e-03, 2.75978936220e+05, 5.95436584634e-01, 4.15070535280e+03, 4.17179950908e+03, 2.71363484037e+05 
1.70808080808e+01, 5.12135891960e+06, 1.00107579670e+03, 1.07544274340e-03, 2.76453822805e+05, 5.95734936561e-01, 4.14889870508e+03, 4.17021112967e+03, 2.71337967506e+05 
1.70808080808e+01, 5.62336231156e+06, 1.00130563738e+03, 1.07523778941e-03, 2.76928477510e+05, 5.96032746283e-01, 4.14709755297e+03, 4.16862916355e+03, 2.71312447697e+05 
1.70808080808e+01, 6.12536570352e+06, 1.00153523453e+03, 1.07503427735e-03, 2.77402900814e+05, 5.96330014918e-01, 4.14530187540e+03, 4.16705358574e+03, 2.71286924569e+05 
1.70808080808e+01, 6.62736909548e+06, 1.00176458858e+03, 1.07483220607e-03, 2.77877093194e+05, 5.96626743578e-01, 4.14351165138e+03, 4.16548437135e+03, 2.71261398078e+05 
1.70808080808e+01, 7.12937248744e+06, 1.00199369997e+03, 1.07463157442e-03, 2.78351055126e+05, 5.96922933373e-01, 4.14172686004e+03, 4.16392149558e+03, 2.71235868187e+05 
1.70808080808e+01, 7.63137587940e+06, 1.00222256911e+03, 1.07443238123e-03, 2.78824787087e+05, 5.97218585412e-01, 4.13994748060e+03, 4.16236493372e+03, 2.71210334854e+05 
1.70808080808e+01, 8.13337927136e+06, 1.00245119642e+03, 1.07423462533e-03, 2.79298289552e+05, 5.97513700799e-01, 4.13817349240e+03, 4.16081466116e+03, 2.71184798042e+05 
1.70808080808e+01, 8.63538266332e+06, 1.00267958233e+03, 1.07403830555e-03, 2.79771562995e+05, 5.97808280634e-01, 4.13640487486e+03, 4.15927065337e+03, 2.71159257713e+05 
1.70808080808e+01, 9.13738605528e+06, 1.00290772726e+03, 1.07384342068e-03, 2.80244607892e+05, 5.98102326018e-01, 4.13464160753e+03, 4.15773288593e+03, 2.71133713832e+05 
1.70808080808e+01, 9.63938944724e+06, 1.00313563162e+03, 1.07364996954e-03, 2.80717424715e+05, 5.98395838047e-01, 4.13288367004e+03, 4.15620133449e+03, 2.71108166362e+05 
1.70808080808e+01, 1.01413928392e+07, 1.00336329583e+03, 1.07345795092e-03, 2.81190013938e+05, 5.98688817813e-01, 4.13113104214e+03, 4.15467597480e+03, 2.71082615271e+05 
1.70808080808e+01, 1.06433962312e+07, 1.00359072030e+03, 1.07326736362e-03, 2.81662376034e+05, 5.98981266407e-01, 4.12938370367e+03, 4.15315678269e+03, 2.71057060524e+05 
1.70808080808e+01, 1.11453996231e+07, 1.00381790545e+03, 1.07307820640e-03, 2.82134511473e+05, 5.99273184919e-01, 4.12764163456e+03, 4.15164373410e+03, 2.71031502089e+05 
1.70808080808e+01, 1.16474030151e+07, 1.00404485167e+03, 1.07289047805e-03, 2.82606420727e+05, 5.99564574432e-01, 4.12590481487e+03, 4.15013680504e+03, 2.71005939936e+05 
1.70808080808e+01, 1.21494064070e+07, 1.00427155939e+03, 1.07270417733e-03, 2.83078104266e+05, 5.99855436029e-01, 4.12417322472e+03, 4.14863597160e+03, 2.70980374032e+05 
1.70808080808e+01, 1.26514097990e+07, 1.00449802900e+03, 1.07251930299e-03, 2.83549562562e+05, 6.00145770792e-01, 4.12244684435e+03, 4.14714120999e+03, 2.70954804351e+05 
1.70808080808e+01, 1.31534131910e+07, 1.00472426091e+03, 1.07233585379e-03, 2.84020796083e+05, 6.00435579796e-01, 4.12072565411e+03, 4.14565249647e+03, 2.70929230861e+05 
1.70808080808e+01, 1.36554165829e+07, 1.00495025552e+03, 1.07215382848e-03, 2.84491805297e+05, 6.00724864118e-01, 4.11900963442e+03, 4.14416980741e+03, 2.70903653538e+05 
1.70808080808e+01, 1.41574199749e+07, 1.00517601323e+03, 1.07197322578e-03, 2.84962590674e+05, 6.01013624830e-01, 4.11729876582e+03, 4.14269311926e+03, 2.70878072353e+05 
1.70808080808e+01, 1.46594233668e+07, 1.00540153445e+03, 1.07179404443e-03, 2.85433152681e+05, 6.01301863002e-01, 4.11559302893e+03, 4.14122240856e+03, 2.70852487281e+05 
1.70808080808e+01, 1.51614267588e+07, 1.00562681957e+03, 1.07161628315e-03, 2.85903491785e+05, 6.01589579701e-01, 4.11389240446e+03, 4.13975765192e+03, 2.70826898298e+05 
1.70808080808e+01, 1.56634301508e+07, 1.00585186899e+03, 1.07143994065e-03, 2.86373608453e+05, 6.01876775993e-01, 4.11219687325e+03, 4.13829882604e+03, 2.70801305379e+05 
1.70808080808e+01, 1.61654335427e+07, 1.00607668310e+03, 1.07126501564e-03, 2.86843503149e+05, 6.02163452940e-01, 4.11050641619e+03, 4.13684590772e+03, 2.70775708503e+05 
1.70808080808e+01, 1.66674369347e+07, 1.00630126230e+03, 1.07109150682e-03, 2.87313176341e+05, 6.02449611603e-01, 4.10882101429e+03, 4.13539887383e+03, 2.70750107646e+05 
1.70808080808e+01, 1.71694403266e+07, 1.00652560697e+03, 1.07091941289e-03, 2.87782628492e+05, 6.02735253040e-01, 4.10714064865e+03, 4.13395770131e+03, 2.70724502789e+05 
1.70808080808e+01, 1.76714437186e+07, 1.00674971751e+03, 1.07074873252e-03, 2.88251860066e+05, 6.03020378305e-01, 4.10546530046e+03, 4.13252236722e+03, 2.70698893911e+05 
1.70808080808e+01, 1.81734471106e+07, 1.00697359430e+03, 1.07057946441e-03, 2.88720871528e+05, 6.03304988453e-01, 4.10379495099e+03, 4.13109284866e+03, 2.70673280992e+05 
1.70808080808e+01, 1.86754505025e+07, 1.00719723774e+03, 1.07041160723e-03, 2.89189663340e+05, 6.03589084535e-01, 4.10212958162e+03, 4.12966912285e+03, 2.70647664015e+05 
1.70808080808e+01, 1.91774538945e+07, 1.00742064820e+03, 1.07024515964e-03, 2.89658235965e+05, 6.03872667599e-01, 4.10046917382e+03, 4.12825116705e+03, 2.70622042962e+05 
1.70808080808e+01, 1.96794572864e+07, 1.00764382608e+03, 1.07008012030e-03, 2.90126589864e+05, 6.04155738692e-01, 4.09881370913e+03, 4.12683895865e+03, 2.70596417816e+05 
1.70808080808e+01, 2.01814606784e+07, 1.00786677175e+03, 1.06991648787e-03, 2.90594725499e+05, 6.04438298859e-01, 4.09716316920e+03, 4.12543247507e+03, 2.70570788562e+05 
1.70808080808e+01, 2.06834640704e+07, 1.00808948560e+03, 1.06975426100e-03, 2.91062643330e+05, 6.04720349140e-01, 4.09551753576e+03, 4.12403169384e+03, 2.70545155185e+05 
1.70808080808e+01, 2.11854674623e+07, 1.00831196801e+03, 1.06959343833e-03, 2.91530343818e+05, 6.05001890576e-01, 4.09387679063e+03, 4.12263659257e+03, 2.70519517670e+05 
1.70808080808e+01, 2.16874708543e+07, 1.00853421935e+03, 1.06943401848e-03, 2.91997827422e+05, 6.05282924206e-01, 4.09224091572e+03, 4.12124714894e+03, 2.70493876006e+05 
1.70808080808e+01, 2.21894742462e+07, 1.00875624000e+03, 1.06927600010e-03, 2.92465094602e+05, 6.05563451064e-01, 4.09060989303e+03, 4.11986334072e+03, 2.70468230180e+05 
1.70808080808e+01, 2.26914776382e+07, 1.00897803035e+03, 1.06911938181e-03, 2.92932145814e+05, 6.05843472183e-01, 4.08898370463e+03, 4.11848514573e+03, 2.70442580179e+05 
1.70808080808e+01, 2.31934810302e+07, 1.00919959076e+03, 1.06896416221e-03, 2.93398981519e+05, 6.06122988597e-01, 4.08736233270e+03, 4.11711254190e+03, 2.70416925994e+05 
1.70808080808e+01, 2.36954844221e+07, 1.00942092161e+03, 1.06881033994e-03, 2.93865602172e+05, 6.06402001332e-01, 4.08574575949e+03, 4.11574550723e+03, 2.70391267615e+05 
1.70808080808e+01, 2.41974878141e+07, 1.00964202327e+03, 1.06865791358e-03, 2.94332008230e+05, 6.06680511418e-01, 4.08413396733e+03, 4.11438401978e+03, 2.70365605033e+05 
1.70808080808e+01, 2.46994912060e+07, 1.00986289611e+03, 1.06850688173e-03, 2.94798200150e+05, 6.06958519879e-01, 4.08252693866e+03, 4.11302805771e+03, 2.70339938240e+05 
1.70808080808e+01, 2.52014945980e+07, 1.01008354051e+03, 1.06835724300e-03, 2.95264178387e+05, 6.07236027738e-01, 4.08092465598e+03, 4.11167759923e+03, 2.70314267229e+05 
1.70808080808e+01, 2.57034979899e+07, 1.01030395682e+03, 1.06820899597e-03, 2.95729943396e+05, 6.07513036017e-01, 4.07932710189e+03, 4.11033262266e+03, 2.70288591992e+05 
1.70808080808e+01, 2.62055013819e+07, 1.01052414543e+03, 1.06806213923e-03, 2.96195495631e+05, 6.07789545734e-01, 4.07773425904e+03, 4.10899310637e+03, 2.70262912525e+05 
1.70808080808e+01, 2.67075047739e+07, 1.01074410669e+03, 1.06791667134e-03, 2.96660835547e+05, 6.08065557907e-01, 4.07614611021e+03, 4.10765902881e+03, 2.70237228823e+05 
1.70808080808e+01, 2.72095081658e+07, 1.01096384097e+03, 1.06777259088e-03, 2.97125963596e+05, 6.08341073552e-01, 4.07456263823e+03, 4.10633036850e+03, 2.70211540881e+05 
1.70808080808e+01, 2.77115115578e+07, 1.01118334863e+03, 1.06762989642e-03, 2.97590880232e+05, 6.08616093681e-01, 4.07298382602e+03, 4.10500710405e+03, 2.70185848696e+05 
1.70808080808e+01, 2.82135149497e+07, 1.01140263005e+03, 1.06748858652e-03, 2.98055585906e+05, 6.08890619306e-01, 4.07140965658e+03, 4.10368921413e+03, 2.70160152266e+05 
1.70808080808e+01, 2.87155183417e+07, 1.01162168557e+03, 1.06734865973e-03, 2.98520081070e+05, 6.09164651436e-01, 4.06984011298e+03, 4.10237667749e+03, 2.70134451589e+05 
1.70808080808e+01, 2.92175217337e+07, 1.01184051556e+03, 1.06721011460e-03, 2.98984366175e+05, 6.09438191079e-01, 4.06827517840e+03, 4.10106947295e+03, 2.70108746664e+05 
1.70808080808e+01, 2.97195251256e+07, 1.01205912039e+03, 1.06707294969e-03, 2.99448441672e+05, 6.09711239242e-01, 4.06671483606e+03, 4.09976757941e+03, 2.70083037491e+05 
1.70808080808e+01, 3.02215285176e+07, 1.01227750041e+03, 1.06693716352e-03, 2.99912308010e+05, 6.09983796926e-01, 4.06515906930e+03, 4.09847097583e+03, 2.70057324070e+05 
1.70808080808e+01, 3.07235319095e+07, 1.01249565597e+03, 1.06680275463e-03, 3.00375965638e+05, 6.10255865136e-01, 4.06360786149e+03, 4.09717964125e+03, 2.70031606402e+05 
1.70808080808e+01, 3.12255353015e+07, 1.01271358744e+03, 1.06666972155e-03, 3.00839415006e+05, 6.10527444871e-01, 4.06206119612e+03, 4.09589355480e+03, 2.70005884491e+05 
1.70808080808e+01, 3.17275386935e+07, 1.01293129516e+03, 1.06653806282e-03, 3.01302656561e+05, 6.10798537129e-01, 4.06051905673e+03, 4.09461269563e+03, 2.69980158338e+05 
1.70808080808e+01, 3.22295420854e+07, 1.01314877951e+03, 1.06640777694e-03, 3.01765690752e+05, 6.11069142908e-01, 4.05898142696e+03, 4.09333704301e+03, 2.69954427947e+05 
