# This autogenerated file contains thermodynamical properties of CO2.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min pressure = 101325.0, max pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg], thermal_conductivity [W/m.K], cv [J/kg.K], cp [J/kg.K], internal energy [J/kg.K]
1.29646464646e+02, 1.11453996231e+07, 1.81685604420e+02, 2.31548728454e-05, 5.38965941255e+05, 3.32355721744e-02, 8.37121658241e+02, 1.38304225028e+03, 4.77621512462e+05 
1.29646464646e+02, 1.16474030151e+07, 1.91754417040e+02, 2.34471340783e-05, 5.35944784769e+05, 3.38451452696e-02, 8.40847207722e+02, 1.41149876343e+03, 4.75203534608e+05 
1.29646464646e+02, 1.21494064070e+07, 2.01981128886e+02, 2.37567118127e-05, 5.32916073527e+05, 3.44798480636e-02, 8.44506799540e+02, 1.44046193531e+03, 4.72764877848e+05 
1.29646464646e+02, 1.26514097990e+07, 2.12358778499e+02, 2.40842314785e-05, 5.29883270121e+05, 3.51395219738e-02, 8.48090656366e+02, 1.46983193954e+03, 4.70307631721e+05 
1.29646464646e+02, 1.31534131910e+07, 2.22878822037e+02, 2.44302609122e-05, 5.26850141416e+05, 3.58237688590e-02, 8.51588916849e+02, 1.49949287847e+03, 4.67834156538e+05 
1.29646464646e+02, 1.36554165829e+07, 2.33531065984e+02, 2.47952948559e-05, 5.23820746698e+05, 3.65319352315e-02, 8.54991775747e+02, 1.52931287549e+03, 4.65347084852e+05 
1.29646464646e+02, 1.41574199749e+07, 2.44303629826e+02, 2.51797388924e-05, 5.20799418005e+05, 3.72631029173e-02, 8.58289643136e+02, 1.55914476228e+03, 4.62849317202e+05 
1.29646464646e+02, 1.46594233668e+07, 2.55182945908e+02, 2.55838933726e-05, 5.17790731583e+05, 3.80160876811e-02, 8.61473319482e+02, 1.58882748217e+03, 4.60344011095e+05 
1.29646464646e+02, 1.51614267588e+07, 2.66153803350e+02, 2.60079380211e-05, 5.14799469673e+05, 3.87894470561e-02, 8.64534181612e+02, 1.61818830857e+03, 4.57834562285e+05 
1.29646464646e+02, 1.56634301508e+07, 2.77199441887e+02, 2.64519180235e-05, 5.11830572160e+05, 3.95814981490e-02, 8.67464372889e+02, 1.64704593256e+03, 4.55324577617e+05 
1.29646464646e+02, 1.61654335427e+07, 2.88301699558e+02, 2.69157324586e-05, 5.08889078200e+05, 4.03903455210e-02, 8.70256989258e+02, 1.67521440238e+03, 4.52817839052e+05 
1.29646464646e+02, 1.66674369347e+07, 2.99441215289e+02, 2.73991259415e-05, 5.05980058689e+05, 4.12139184261e-02, 8.72906251583e+02, 1.70250780474e+03, 4.50318259032e+05 
1.29646464646e+02, 1.71694403266e+07, 3.10597683748e+02, 2.79016842462e-05, 5.03108541347e+05, 4.20500157949e-02, 8.75407654146e+02, 1.72874547222e+03, 4.47829827998e+05 
1.29646464646e+02, 1.76714437186e+07, 3.21750155543e+02, 2.84228344912e-05, 5.00279431091e+05, 4.28963565275e-02, 8.77758079534e+02, 1.75375740142e+03, 4.45356555641e+05 
1.29646464646e+02, 1.81734471106e+07, 3.32877371597e+02, 2.89618501919e-05, 4.97497429211e+05, 4.37506320397e-02, 8.79955871601e+02, 1.77738949388e+03, 4.42902408158e+05 
1.29646464646e+02, 1.86754505025e+07, 3.43958116850e+02, 2.95178611388e-05, 4.94766955382e+05, 4.46105577328e-02, 8.82000860718e+02, 1.79950820821e+03, 4.40471244399e+05 
1.29646464646e+02, 1.91774538945e+07, 3.54971576042e+02, 3.00898677014e-05, 4.92092076665e+05, 4.54739202054e-02, 8.83894338942e+02, 1.82000424954e+03, 4.38066754107e+05 
1.29646464646e+02, 1.96794572864e+07, 3.65897673743e+02, 3.06767588255e-05, 4.89476447310e+05, 4.63386175873e-02, 8.85638986583e+02, 1.83879502132e+03, 4.35692401391e+05 
1.29646464646e+02, 2.01814606784e+07, 3.76717382146e+02, 3.12773327418e-05, 4.86923262304e+05, 4.72026912533e-02, 8.87238755516e+02, 1.85582570924e+03, 4.33351376230e+05 
1.29646464646e+02, 2.06834640704e+07, 3.87412983311e+02, 3.18903192745e-05, 4.84435226437e+05, 4.80643482052e-02, 8.88698717725e+02, 1.87106902801e+03, 4.31046556048e+05 
1.29646464646e+02, 2.11854674623e+07, 3.97968277008e+02, 3.25144026336e-05, 4.82014539307e+05, 4.89219743942e-02, 8.90024889758e+02, 1.88452380680e+03, 4.28780478488e+05 
1.29646464646e+02, 2.16874708543e+07, 4.08368730247e+02, 3.31482436875e-05, 4.79662895394e+05, 4.97741400321e-02, 8.91224044595e+02, 1.89621268986e+03, 4.26555325573e+05 
1.29646464646e+02, 2.21894742462e+07, 4.18601569267e+02, 3.37905009029e-05, 4.77381497291e+05, 5.06195984132e-02, 8.92303521950e+02, 1.90617926992e+03, 4.24372918549e+05 
1.29646464646e+02, 2.26914776382e+07, 4.28655818529e+02, 3.44398493688e-05, 4.75171079550e+05, 5.14572799160e-02, 8.93271046485e+02, 1.91448495451e+03, 4.22234722087e+05 
1.29646464646e+02, 2.31934810302e+07, 4.38522293730e+02, 3.50949975432e-05, 4.73031940315e+05, 5.22862827371e-02, 8.94134561108e+02, 1.92120580492e+03, 4.20141856135e+05 
1.29646464646e+02, 2.36954844221e+07, 4.48193557015e+02, 3.57547015471e-05, 4.70963978098e+05, 5.31058616296e-02, 8.94902079960e+02, 1.92642950629e+03, 4.18095113628e+05 
1.29646464646e+02, 2.41974878141e+07, 4.57663842599e+02, 3.64177769715e-05, 4.68966731375e+05, 5.39154155723e-02, 8.95581563221e+02, 1.93025254883e+03, 4.16094982371e+05 
1.29646464646e+02, 2.46994912060e+07, 4.66928960270e+02, 3.70831082486e-05, 4.67039419225e+05, 5.47144749855e-02, 8.96180813793e+02, 1.93277764138e+03, 4.14141669658e+05 
1.29646464646e+02, 2.52014945980e+07, 4.75986183147e+02, 3.77496556942e-05, 4.65180981728e+05, 5.55026888689e-02, 8.96707394412e+02, 1.93411134580e+03, 4.12235128486e+05 
1.29646464646e+02, 2.57034979899e+07, 4.84834124909e+02, 3.84164603582e-05, 4.63390119257e+05, 5.62798120961e-02, 8.97168562886e+02, 1.93436191508e+03, 4.10375084486e+05 
1.29646464646e+02, 2.62055013819e+07, 4.93472610720e+02, 3.90826468418e-05, 4.61665330154e+05, 5.70456930238e-02, 8.97571222927e+02, 1.93363732539e+03, 4.08561062941e+05 
1.29646464646e+02, 2.67075047739e+07, 5.01902545300e+02, 3.97474242635e-05, 4.60004946435e+05, 5.78002615607e-02, 8.97921887952e+02, 1.93204351075e+03, 4.06792415389e+05 
1.29646464646e+02, 2.72095081658e+07, 5.10125781064e+02, 4.04100855765e-05, 4.58407167282e+05, 5.85435178336e-02, 8.98226655719e+02, 1.92968282155e+03, 4.05068345415e+05 
1.29646464646e+02, 2.77115115578e+07, 5.18144988830e+02, 4.10700054656e-05, 4.56870090152e+05, 5.92755215831e-02, 8.98491192089e+02, 1.92665273361e+03, 4.03387933313e+05 
1.29646464646e+02, 2.82135149497e+07, 5.25963533291e+02, 4.17266370664e-05, 4.55391739317e+05, 5.99963823990e-02, 8.98720722698e+02, 1.92304482994e+03, 4.01750159314e+05 
1.29646464646e+02, 2.87155183417e+07, 5.33585355069e+02, 4.23795077593e-05, 4.53970091697e+05, 6.07062508730e-02, 8.98920031623e+02, 1.91894406531e+03, 4.00153925138e+05 
1.29646464646e+02, 2.92175217337e+07, 5.41014860854e+02, 4.30282142859e-05, 4.52603099889e+05, 6.14053107022e-02, 8.99093466343e+02, 1.91442830779e+03, 3.98598073692e+05 
1.29646464646e+02, 2.97195251256e+07, 5.48256822674e+02, 4.36724174211e-05, 4.51288712354e+05, 6.20937717343e-02, 8.99244948395e+02, 1.90956813564e+03, 3.97081406770e+05 
1.29646464646e+02, 3.02215285176e+07, 5.55316286988e+02, 4.43118364089e-05, 4.50024890769e+05, 6.27718639117e-02, 8.99377989072e+02, 1.90442685561e+03, 3.95602700703e+05 
1.29646464646e+02, 3.07235319095e+07, 5.62198493871e+02, 4.49462433401e-05, 4.48809624656e+05, 6.34398320452e-02, 8.99495709455e+02, 1.89906070123e+03, 3.94160719964e+05 
1.29646464646e+02, 3.12255353015e+07, 5.68908806234e+02, 4.55754576160e-05, 4.47640943428e+05, 6.40979313390e-02, 8.99600863950e+02, 1.89351916743e+03, 3.92754228792e+05 
1.29646464646e+02, 3.17275386935e+07, 5.75452648722e+02, 4.61993406097e-05, 4.46516926061e+05, 6.47464235839e-02, 8.99695866473e+02, 1.88784544027e+03, 3.91382000948e+05 
1.29646464646e+02, 3.22295420854e+07, 5.81835455762e+02, 4.68177906071e-05, 4.45435708612e+05, 6.53855739421e-02, 8.99782818331e+02, 1.88207688530e+03, 3.90042827745e+05 
1.29646464646e+02, 3.27315454774e+07, 5.88062628057e+02, 4.74307380815e-05, 4.44395489840e+05, 6.60156482537e-02, 8.99863536930e+02, 1.87624556524e+03, 3.88735524531e+05 
1.29646464646e+02, 3.32335488693e+07, 5.94139496774e+02, 4.80381413380e-05, 4.43394535160e+05, 6.66369108073e-02, 8.99939584475e+02, 1.87037876422e+03, 3.87458935777e+05 
1.29646464646e+02, 3.37355522613e+07, 6.00071294617e+02, 4.86399825426e-05, 4.42431179183e+05, 6.72496225209e-02, 9.00012295934e+02, 1.86449950216e+03, 3.86211938963e+05 
1.29646464646e+02, 3.42375556533e+07, 6.05863133016e+02, 4.92362641415e-05, 4.41503827046e+05, 6.78540394899e-02, 9.00082805707e+02, 1.85862702839e+03, 3.84993447412e+05 
1.29646464646e+02, 3.47395590452e+07, 6.11519984655e+02, 4.98270056618e-05, 4.40610954745e+05, 6.84504118605e-02, 9.00152072556e+02, 1.85277728706e+03, 3.83802412233e+05 
1.29646464646e+02, 3.52415624372e+07, 6.17046670639e+02, 5.04122408819e-05, 4.39751108634e+05, 6.90389829896e-02, 9.00220902509e+02, 1.84696335036e+03, 3.82637823507e+05 
1.29646464646e+02, 3.57435658291e+07, 6.22447851625e+02, 5.09920153508e-05, 4.38922904269e+05, 6.96199888557e-02, 9.00289969589e+02, 1.84119581698e+03, 3.81498710843e+05 
1.29646464646e+02, 3.62455692211e+07, 6.27728022316e+02, 5.15663842327e-05, 4.38125024705e+05, 7.01936576844e-02, 9.00359834324e+02, 1.83548317500e+03, 3.80384143412e+05 
1.29646464646e+02, 3.67475726131e+07, 6.32891508762e+02, 5.21354104516e-05, 4.37356218402e+05, 7.07602097543e-02, 9.00430960084e+02, 1.82983212893e+03, 3.79293229557e+05 
1.29646464646e+02, 3.72495760050e+07, 6.37942467969e+02, 5.26991631082e-05, 4.36615296810e+05, 7.13198573510e-02, 9.00503727363e+02, 1.82424789153e+03, 3.78225116072e+05 
1.29646464646e+02, 3.77515793970e+07, 6.42884889380e+02, 5.32577161405e-05, 4.35901131751e+05, 7.18728048387e-02, 9.00578446163e+02, 1.81873444129e+03, 3.77178987211e+05 
1.29646464646e+02, 3.82535827889e+07, 6.47722597829e+02, 5.38111472008e-05, 4.35212652651e+05, 7.24192488219e-02, 9.00655366654e+02, 1.81329474711e+03, 3.76154063500e+05 
1.29646464646e+02, 3.87555861809e+07, 6.52459257627e+02, 5.43595367216e-05, 4.34548843708e+05, 7.29593783734e-02, 9.00734688319e+02, 1.80793096186e+03, 3.75149600418e+05 
1.29646464646e+02, 3.92575895729e+07, 6.57098377496e+02, 5.49029671453e-05, 4.33908741029e+05, 7.34933753069e-02, 9.00816567752e+02, 1.80264458699e+03, 3.74164886962e+05 
1.29646464646e+02, 3.97595929648e+07, 6.61643316086e+02, 5.54415222926e-05, 4.33291429800e+05, 7.40214144780e-02, 9.00901125306e+02, 1.79743661053e+03, 3.73199244180e+05 
1.29646464646e+02, 4.02615963568e+07, 6.66097287879e+02, 5.59752868499e-05, 4.32696041508e+05, 7.45436640989e-02, 9.00988450745e+02, 1.79230762107e+03, 3.72252023660e+05 
1.29646464646e+02, 4.07635997487e+07, 6.70463369303e+02, 5.65043459537e-05, 4.32121751254e+05, 7.50602860561e-02, 9.01078608052e+02, 1.78725790040e+03, 3.71322606043e+05 
1.29646464646e+02, 4.12656031407e+07, 6.74744504919e+02, 5.70287848573e-05, 4.31567775170e+05, 7.55714362235e-02, 9.01171639512e+02, 1.78228749741e+03, 3.70410399542e+05 
1.29646464646e+02, 4.17676065327e+07, 6.78943513569e+02, 5.75486886625e-05, 4.31033367958e+05, 7.60772647651e-02, 9.01267569189e+02, 1.77739628604e+03, 3.69514838511e+05 
1.29646464646e+02, 4.22696099246e+07, 6.83063094417e+02, 5.80641421054e-05, 4.30517820560e+05, 7.65779164227e-02, 9.01366405892e+02, 1.77258400963e+03, 3.68635382070e+05 
1.29646464646e+02, 4.27716133166e+07, 6.87105832797e+02, 5.85752293850e-05, 4.30020457957e+05, 7.70735307884e-02, 9.01468145695e+02, 1.76785031413e+03, 3.67771512780e+05 
1.29646464646e+02, 4.32736167085e+07, 6.91074205858e+02, 5.90820340251e-05, 4.29540637116e+05, 7.75642425583e-02, 9.01572774094e+02, 1.76319477222e+03, 3.66922735389e+05 
1.29646464646e+02, 4.37756201005e+07, 6.94970587946e+02, 5.95846387635e-05, 4.29077745059e+05, 7.80501817696e-02, 9.01680267847e+02, 1.75861690026e+03, 3.66088575647e+05 
1.29646464646e+02, 4.42776234925e+07, 6.98797255732e+02, 6.00831254618e-05, 4.28631197065e+05, 7.85314740200e-02, 9.01790596543e+02, 1.75411616963e+03, 3.65268579183e+05 
1.29646464646e+02, 4.47796268844e+07, 7.02556393065e+02, 6.05775750310e-05, 4.28200435009e+05, 7.90082406716e-02, 9.01903723945e+02, 1.74969201393e+03, 3.64462310459e+05 
1.29646464646e+02, 4.52816302764e+07, 7.06250095564e+02, 6.10680673711e-05, 4.27784925800e+05, 7.94805990394e-02, 9.02019609130e+02, 1.74534383313e+03, 3.63669351783e+05 
1.29646464646e+02, 4.57836336683e+07, 7.09880374937e+02, 6.15546813193e-05, 4.27384159947e+05, 7.99486625654e-02, 9.02138207471e+02, 1.74107099557e+03, 3.62889302384e+05 
1.29646464646e+02, 4.62856370603e+07, 7.13449163057e+02, 6.20374946067e-05, 4.26997650222e+05, 8.04125409813e-02, 9.02259471459e+02, 1.73687283869e+03, 3.62121777550e+05 
1.29646464646e+02, 4.67876404523e+07, 7.16958315791e+02, 6.25165838217e-05, 4.26624930421e+05, 8.08723404595e-02, 9.02383351412e+02, 1.73274866883e+03, 3.61366407824e+05 
1.29646464646e+02, 4.72896438442e+07, 7.20409616603e+02, 6.29920243781e-05, 4.26265554214e+05, 8.13281637531e-02, 9.02509796068e+02, 1.72869776079e+03, 3.60622838244e+05 
1.29646464646e+02, 4.77916472362e+07, 7.23804779945e+02, 6.34638904878e-05, 4.25919094075e+05, 8.17801103285e-02, 9.02638753085e+02, 1.72471935726e+03, 3.59890727642e+05 
1.29646464646e+02, 4.82936506281e+07, 7.27145454451e+02, 6.39322551377e-05, 4.25585140294e+05, 8.22282764886e-02, 9.02770169468e+02, 1.72081266842e+03, 3.59169747978e+05 
1.29646464646e+02, 4.87956540201e+07, 7.30433225939e+02, 6.43971900692e-05, 4.25263300048e+05, 8.26727554897e-02, 9.02903991919e+02, 1.71697687182e+03, 3.58459583723e+05 
1.29646464646e+02, 4.92976574121e+07, 7.33669620249e+02, 6.48587657620e-05, 4.24953196545e+05, 8.31136376512e-02, 9.03040167129e+02, 1.71321111267e+03, 3.57759931277e+05 
1.29646464646e+02, 4.97996608040e+07, 7.36856105916e+02, 6.53170514202e-05, 4.24654468213e+05, 8.35510104605e-02, 9.03178642022e+02, 1.70951450447e+03, 3.57070498420e+05 
1.29646464646e+02, 5.03016641960e+07, 7.39994096703e+02, 6.57721149611e-05, 4.24366767959e+05, 8.39849586718e-02, 9.03319363956e+02, 1.70588613010e+03, 3.56391003801e+05 
1.29646464646e+02, 5.08036675879e+07, 7.43084953989e+02, 6.62240230074e-05, 4.24089762457e+05, 8.44155644013e-02, 9.03462280881e+02, 1.70232504318e+03, 3.55721176449e+05 
1.29646464646e+02, 5.13056709799e+07, 7.46129989038e+02, 6.66728408812e-05, 4.23823131493e+05, 8.48429072174e-02, 9.03607341471e+02, 1.69883026992e+03, 3.55060755320e+05 
1.29646464646e+02, 5.18076743719e+07, 7.49130465144e+02, 6.71186326011e-05, 4.23566567343e+05, 8.52670642274e-02, 9.03754495227e+02, 1.69540081109e+03, 3.54409488860e+05 
1.29646464646e+02, 5.23096777638e+07, 7.52087599675e+02, 6.75614608819e-05, 4.23319774194e+05, 8.56881101609e-02, 9.03903692561e+02, 1.69203564435e+03, 3.53767134599e+05 
1.29646464646e+02, 5.28116811558e+07, 7.55002566009e+02, 6.80013871357e-05, 4.23082467591e+05, 8.61061174493e-02, 9.04054884850e+02, 1.68873372666e+03, 3.53133458762e+05 
1.29646464646e+02, 5.33136845477e+07, 7.57876495378e+02, 6.84384714766e-05, 4.22854373923e+05, 8.65211563036e-02, 9.04208024489e+02, 1.68549399689e+03, 3.52508235900e+05 
1.29646464646e+02, 5.38156879397e+07, 7.60710478623e+02, 6.88727727261e-05, 4.22635229929e+05, 8.69332947878e-02, 9.04363064919e+02, 1.68231537847e+03, 3.51891248543e+05 
1.29646464646e+02, 5.43176913317e+07, 7.63505567867e+02, 6.93043484219e-05, 4.22424782241e+05, 8.73425988912e-02, 9.04519960648e+02, 1.67919678205e+03, 3.51282286864e+05 
1.29646464646e+02, 5.48196947236e+07, 7.66262778111e+02, 6.97332548272e-05, 4.22222786941e+05, 8.77491325973e-02, 9.04678667264e+02, 1.67613710823e+03, 3.50681148368e+05 
1.29646464646e+02, 5.53216981156e+07, 7.68983088751e+02, 7.01595469430e-05, 4.22029009151e+05, 8.81529579506e-02, 9.04839141439e+02, 1.67313525018e+03, 3.50087637585e+05 
1.29646464646e+02, 5.58237015075e+07, 7.71667445037e+02, 7.05832785213e-05, 4.21843222631e+05, 8.85541351214e-02, 9.05001340921e+02, 1.67019009618e+03, 3.49501565786e+05 
1.29646464646e+02, 5.63257048995e+07, 7.74316759455e+02, 7.10045020796e-05, 4.21665209415e+05, 8.89527224682e-02, 9.05165224536e+02, 1.66730053215e+03, 3.48922750710e+05 
1.29646464646e+02, 5.68277082915e+07, 7.76931913054e+02, 7.14232689178e-05, 4.21494759446e+05, 8.93487765984e-02, 9.05330752166e+02, 1.66446544399e+03, 3.48351016299e+05 
1.29646464646e+02, 5.73297116834e+07, 7.79513756715e+02, 7.18396291348e-05, 4.21331670244e+05, 8.97423524266e-02, 9.05497884741e+02, 1.66168371981e+03, 3.47786192452e+05 
1.29646464646e+02, 5.78317150754e+07, 7.82063112357e+02, 7.22536316476e-05, 4.21175746582e+05, 9.01335032311e-02, 9.05666584218e+02, 1.65895425204e+03, 3.47228114784e+05 
1.29646464646e+02, 5.83337184673e+07, 7.84580774105e+02, 7.26653242103e-05, 4.21026800179e+05, 9.05222807093e-02, 9.05836813562e+02, 1.65627593941e+03, 3.46676624400e+05 
1.29646464646e+02, 5.88357218593e+07, 7.87067509389e+02, 7.30747534345e-05, 4.20884649408e+05, 9.09087350301e-02, 9.06008536724e+02, 1.65364768873e+03, 3.46131567675e+05 
1.29646464646e+02, 5.93377252513e+07, 7.89524060011e+02, 7.34819648102e-05, 4.20749119020e+05, 9.12929148856e-02, 9.06181718618e+02, 1.65106841654e+03, 3.45592796045e+05 
1.29646464646e+02, 5.98397286432e+07, 7.91951143157e+02, 7.38870027273e-05, 4.20620039877e+05, 9.16748675406e-02, 9.06356325100e+02, 1.64853705065e+03, 3.45060165811e+05 
1.29646464646e+02, 6.03417320352e+07, 7.94349452371e+02, 7.42899104975e-05, 4.20497248696e+05, 9.20546388804e-02, 9.06532322941e+02, 1.64605253148e+03, 3.44533537945e+05 
1.29646464646e+02, 6.08437354271e+07, 7.96719658480e+02, 7.46907303770e-05, 4.20380587814e+05, 9.24322734579e-02, 9.06709679806e+02, 1.64361381327e+03, 3.44012777908e+05 
1.29646464646e+02, 6.13457388191e+07, 7.99062410492e+02, 7.50895035886e-05, 4.20269904952e+05, 9.28078145376e-02, 9.06888364226e+02, 1.64121986518e+03, 3.43497755476e+05 
1.29646464646e+02, 6.18477422111e+07, 8.01378336441e+02, 7.54862703451e-05, 4.20165052999e+05, 9.31813041395e-02, 9.07068345578e+02, 1.63886967221e+03, 3.42988344573e+05 
1.29646464646e+02, 6.23497456030e+07, 8.03668044209e+02, 7.58810698717e-05, 4.20065889799e+05, 9.35527830812e-02, 9.07249594056e+02, 1.63656223602e+03, 3.42484423107e+05 
1.29646464646e+02, 6.28517489950e+07, 8.05932122300e+02, 7.62739404294e-05, 4.19972277950e+05, 9.39222910178e-02, 9.07432080654e+02, 1.63429657567e+03, 3.41985872822e+05 
1.29646464646e+02, 6.33537523869e+07, 8.08171140598e+02, 7.66649193379e-05, 4.19884084616e+05, 9.42898664817e-02, 9.07615777135e+02, 1.63207172812e+03, 3.41492579148e+05 
1.29646464646e+02, 6.38557557789e+07, 8.10385651075e+02, 7.70540429982e-05, 4.19801181341e+05, 9.46555469200e-02, 9.07800656013e+02, 1.62988674881e+03, 3.41004431060e+05 
1.29646464646e+02, 6.43577591709e+07, 8.12576188481e+02, 7.74413469157e-05, 4.19723443875e+05, 9.50193687309e-02, 9.07986690529e+02, 1.62774071198e+03, 3.40521320944e+05 
1.29646464646e+02, 6.48597625628e+07, 8.14743271000e+02, 7.78268657224e-05, 4.19650752006e+05, 9.53813672993e-02, 9.08173854629e+02, 1.62563271096e+03, 3.40043144467e+05 
1.29646464646e+02, 6.53617659548e+07, 8.16887400882e+02, 7.82106331994e-05, 4.19582989403e+05, 9.57415770305e-02, 9.08362122942e+02, 1.62356185845e+03, 3.39569800457e+05 
1.29646464646e+02, 6.58637693467e+07, 8.19009065040e+02, 7.85926822988e-05, 4.19520043459e+05, 9.61000313833e-02, 9.08551470762e+02, 1.62152728658e+03, 3.39101190777e+05 
1.29646464646e+02, 6.63657727387e+07, 8.21108735635e+02, 7.89730451655e-05, 4.19461805149e+05, 9.64567629010e-02, 9.08741874022e+02, 1.61952814702e+03, 3.38637220221e+05 
1.29646464646e+02, 6.68677761307e+07, 8.23186870621e+02, 7.93517531586e-05, 4.19408168889e+05, 9.68118032430e-02, 9.08933309281e+02, 1.61756361097e+03, 3.38177796398e+05 
1.29646464646e+02, 6.73697795226e+07, 8.25243914281e+02, 7.97288368722e-05, 4.19359032401e+05, 9.71651832131e-02, 9.09125753699e+02, 1.61563286912e+03, 3.37722829629e+05 
1.29646464646e+02, 6.78717829146e+07, 8.27280297731e+02, 8.01043261563e-05, 4.19314296587e+05, 9.75169327887e-02, 9.09319185021e+02, 1.61373513153e+03, 3.37272232850e+05 
1.29646464646e+02, 6.83737863065e+07, 8.29296439408e+02, 8.04782501366e-05, 4.19273865408e+05, 9.78670811477e-02, 9.09513581559e+02, 1.61186962754e+03, 3.36825921516e+05 
1.29646464646e+02, 6.88757896985e+07, 8.31292745536e+02, 8.08506372350e-05, 4.19237645765e+05, 9.82156566955e-02, 9.09708922176e+02, 1.61003560550e+03, 3.36383813504e+05 
1.29646464646e+02, 6.93777930905e+07, 8.33269610570e+02, 8.12215151881e-05, 4.19205547388e+05, 9.85626870895e-02, 9.09905186264e+02, 1.60823233262e+03, 3.35945829033e+05 
1.29646464646e+02, 6.98797964824e+07, 8.35227417625e+02, 8.15909110668e-05, 4.19177482731e+05, 9.89081992647e-02, 9.10102353734e+02, 1.60645909471e+03, 3.35511890573e+05 
1.29646464646e+02, 7.03817998744e+07, 8.37166538890e+02, 8.19588512947e-05, 4.19153366866e+05, 9.92522194565e-02, 9.10300404995e+02, 1.60471519585e+03, 3.35081922768e+05 
1.29646464646e+02, 7.08838032663e+07, 8.39087336013e+02, 8.23253616657e-05, 4.19133117387e+05, 9.95947732238e-02, 9.10499320941e+02, 1.60299995819e+03, 3.34655852359e+05 
1.29646464646e+02, 7.13858066583e+07, 8.40990160487e+02, 8.26904673621e-05, 4.19116654320e+05, 9.99358854712e-02, 9.10699082936e+02, 1.60131272152e+03, 3.34233608105e+05 
1.29646464646e+02, 7.18878100503e+07, 8.42875354003e+02, 8.30541929715e-05, 4.19103900025e+05, 1.00275580470e-01, 9.10899672801e+02, 1.59965284304e+03, 3.33815120718e+05 
1.29646464646e+02, 7.23898134422e+07, 8.44743248800e+02, 8.34165625035e-05, 4.19094779118e+05, 1.00613881878e-01, 9.11101072797e+02, 1.59801969693e+03, 3.33400322791e+05 
1.29646464646e+02, 7.28918168342e+07, 8.46594168000e+02, 8.37775994062e-05, 4.19089218386e+05, 1.00950812759e-01, 9.11303265614e+02, 1.59641267405e+03, 3.32989148731e+05 
1.29646464646e+02, 7.33938202261e+07, 8.48428425921e+02, 8.41373265814e-05, 4.19087146706e+05, 1.01286395606e-01, 9.11506234356e+02, 1.59483118156e+03, 3.32581534702e+05 
1.29646464646e+02, 7.38958236181e+07, 8.50246328386e+02, 8.44957664007e-05, 4.19088494972e+05, 1.01620652351e-01, 9.11709962531e+02, 1.59327464252e+03, 3.32177418557e+05 
1.29646464646e+02, 7.43978270101e+07, 8.52048173017e+02, 8.48529407200e-05, 4.19093196023e+05, 1.01953604391e-01, 9.11914434038e+02, 1.59174249557e+03, 3.31776739788e+05 
1.29646464646e+02, 7.48998304020e+07, 8.53834249512e+02, 8.52088708939e-05, 4.19101184573e+05, 1.02285272600e-01, 9.12119633155e+02, 1.59023419450e+03, 3.31379439463e+05 
1.29646464646e+02, 7.54018337940e+07, 8.55604839920e+02, 8.55635777903e-05, 4.19112397143e+05, 1.02615677347e-01, 9.12325544526e+02, 1.58874920789e+03, 3.30985460179e+05 
1.29646464646e+02, 7.59038371859e+07, 8.57360218898e+02, 8.59170818035e-05, 4.19126772000e+05, 1.02944838511e-01, 9.12532153154e+02, 1.58728701877e+03, 3.30594746006e+05 
1.29646464646e+02, 7.64058405779e+07, 8.59100653959e+02, 8.62694028679e-05, 4.19144249095e+05, 1.03272775498e-01, 9.12739444388e+02, 1.58584712418e+03, 3.30207242440e+05 
1.29646464646e+02, 7.69078439698e+07, 8.60826405713e+02, 8.66205604706e-05, 4.19164770003e+05, 1.03599507253e-01, 9.12947403912e+02, 1.58442903485e+03, 3.29822896358e+05 
1.29646464646e+02, 7.74098473618e+07, 8.62537728095e+02, 8.69705736641e-05, 4.19188277870e+05, 1.03925052277e-01, 9.13156017737e+02, 1.58303227478e+03, 3.29441655966e+05 
1.29646464646e+02, 7.79118507538e+07, 8.64234868584e+02, 8.73194610782e-05, 4.19214717357e+05, 1.04249428636e-01, 9.13365272192e+02, 1.58165638094e+03, 3.29063470762e+05 
1.29646464646e+02, 7.84138541457e+07, 8.65918068420e+02, 8.76672409320e-05, 4.19244034587e+05, 1.04572653981e-01, 9.13575153910e+02, 1.58030090285e+03, 3.28688291491e+05 
1.29646464646e+02, 7.89158575377e+07, 8.67587562800e+02, 8.80139310450e-05, 4.19276177099e+05, 1.04894745555e-01, 9.13785649828e+02, 1.57896540227e+03, 3.28316070107e+05 
1.29646464646e+02, 7.94178609296e+07, 8.69243581082e+02, 8.83595488484e-05, 4.19311093799e+05, 1.05215720206e-01, 9.13996747169e+02, 1.57764945281e+03, 3.27946759730e+05 
1.29646464646e+02, 7.99198643216e+07, 8.70886346964e+02, 8.87041113958e-05, 4.19348734912e+05, 1.05535594401e-01, 9.14208433439e+02, 1.57635263965e+03, 3.27580314612e+05 
