# This autogenerated file contains thermodynamical properties of CO2.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min pressure = 101325.0, max pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg], thermal_conductivity [W/m.K], cv [J/kg.K], cp [J/kg.K], internal energy [J/kg.K]
5.52727272727e+01, 5.13056709799e+07, 9.51878998980e+02, 1.06515954434e-04, 2.95155106516e+05, 1.17915168064e-01, 9.11248161241e+02, 1.74545197112e+03, 2.41255744270e+05 
5.52727272727e+01, 5.18076743719e+07, 9.53644758999e+02, 1.07025956898e-04, 2.95165280993e+05, 1.18331991961e-01, 9.11426956209e+02, 1.74231115156e+03, 2.40839313296e+05 
5.52727272727e+01, 5.23096777638e+07, 9.55391606862e+02, 1.07533706329e-04, 2.95179220102e+05, 1.18746369732e-01, 9.11607434571e+02, 1.73923592976e+03, 2.40427140025e+05 
5.52727272727e+01, 5.28116811558e+07, 9.57119980530e+02, 1.08039254282e-04, 2.95196832786e+05, 1.19158351045e-01, 9.11789534626e+02, 1.73622417835e+03, 2.40019130690e+05 
5.52727272727e+01, 5.33136845477e+07, 9.58830302529e+02, 1.08542650570e-04, 2.95218031247e+05, 1.19567983970e-01, 9.11973198102e+02, 1.73327386452e+03, 2.39615194742e+05 
5.52727272727e+01, 5.38156879397e+07, 9.60522980677e+02, 1.09043943347e-04, 2.95242730794e+05, 1.19975315052e-01, 9.12158369909e+02, 1.73038304476e+03, 2.39215244703e+05 
5.52727272727e+01, 5.43176913317e+07, 9.62198408770e+02, 1.09543179177e-04, 2.95270849695e+05, 1.20380389371e-01, 9.12344997912e+02, 1.72754985992e+03, 2.38819196027e+05 
5.52727272727e+01, 5.48196947236e+07, 9.63856967225e+02, 1.10040403112e-04, 2.95302309041e+05, 1.20783250610e-01, 9.12533032725e+02, 1.72477253054e+03, 2.38426966965e+05 
5.52727272727e+01, 5.53216981156e+07, 9.65499023690e+02, 1.10535658753e-04, 2.95337032618e+05, 1.21183941116e-01, 9.12722427518e+02, 1.72204935258e+03, 2.38038478442e+05 
5.52727272727e+01, 5.58237015075e+07, 9.67124933620e+02, 1.11028988315e-04, 2.95374946780e+05, 1.21582501947e-01, 9.12913137841e+02, 1.71937869335e+03, 2.37653653939e+05 
5.52727272727e+01, 5.63257048995e+07, 9.68735040813e+02, 1.11520432688e-04, 2.95415980341e+05, 1.21978972937e-01, 9.13105121465e+02, 1.71675898778e+03, 2.37272419381e+05 
5.52727272727e+01, 5.68277082915e+07, 9.70329677927e+02, 1.12010031491e-04, 2.95460064458e+05, 1.22373392736e-01, 9.13298338230e+02, 1.71418873485e+03, 2.36894703031e+05 
5.52727272727e+01, 5.73297116834e+07, 9.71909166959e+02, 1.12497823128e-04, 2.95507132537e+05, 1.22765798867e-01, 9.13492749911e+02, 1.71166649429e+03, 2.36520435392e+05 
5.52727272727e+01, 5.78317150754e+07, 9.73473819705e+02, 1.12983844836e-04, 2.95557120128e+05, 1.23156227763e-01, 9.13688320089e+02, 1.70919088347e+03, 2.36149549113e+05 
5.52727272727e+01, 5.83337184673e+07, 9.75023938193e+02, 1.13468132733e-04, 2.95609964839e+05, 1.23544714815e-01, 9.13885014034e+02, 1.70676057447e+03, 2.35781978897e+05 
5.52727272727e+01, 5.88357218593e+07, 9.76559815091e+02, 1.13950721867e-04, 2.95665606244e+05, 1.23931294412e-01, 9.14082798601e+02, 1.70437429138e+03, 2.35417661418e+05 
5.52727272727e+01, 5.93377252513e+07, 9.78081734095e+02, 1.14431646254e-04, 2.95723985807e+05, 1.24315999980e-01, 9.14281642125e+02, 1.70203080768e+03, 2.35056535242e+05 
5.52727272727e+01, 5.98397286432e+07, 9.79589970301e+02, 1.14910938924e-04, 2.95785046795e+05, 1.24698864017e-01, 9.14481514331e+02, 1.69972894386e+03, 2.34698540749e+05 
5.52727272727e+01, 6.03417320352e+07, 9.81084790550e+02, 1.15388631955e-04, 2.95848734213e+05, 1.25079918131e-01, 9.14682386252e+02, 1.69746756512e+03, 2.34343620061e+05 
5.52727272727e+01, 6.08437354271e+07, 9.82566453761e+02, 1.15864756514e-04, 2.95914994726e+05, 1.25459193072e-01, 9.14884230143e+02, 1.69524557922e+03, 2.33991716973e+05 
5.52727272727e+01, 6.13457388191e+07, 9.84035211249e+02, 1.16339342889e-04, 2.95983776598e+05, 1.25836718763e-01, 9.15087019416e+02, 1.69306193448e+03, 2.33642776888e+05 
5.52727272727e+01, 6.18477422111e+07, 9.85491307017e+02, 1.16812420526e-04, 2.96055029624e+05, 1.26212524333e-01, 9.15290728562e+02, 1.69091561786e+03, 2.33296746755e+05 
5.52727272727e+01, 6.23497456030e+07, 9.86934978050e+02, 1.17284018057e-04, 2.96128705075e+05, 1.26586638143e-01, 9.15495333099e+02, 1.68880565315e+03, 2.32953575011e+05 
5.52727272727e+01, 6.28517489950e+07, 9.88366454578e+02, 1.17754163331e-04, 2.96204755634e+05, 1.26959087816e-01, 9.15700809503e+02, 1.68673109932e+03, 2.32613211522e+05 
5.52727272727e+01, 6.33537523869e+07, 9.89785960336e+02, 1.18222883448e-04, 2.96283135346e+05, 1.27329900261e-01, 9.15907135161e+02, 1.68469104885e+03, 2.32275607531e+05 
5.52727272727e+01, 6.38557557789e+07, 9.91193712813e+02, 1.18690204779e-04, 2.96363799566e+05, 1.27699101701e-01, 9.16114288317e+02, 1.68268462626e+03, 2.31940715608e+05 
5.52727272727e+01, 6.43577591709e+07, 9.92589923479e+02, 1.19156152997e-04, 2.96446704906e+05, 1.28066717696e-01, 9.16322248023e+02, 1.68071098670e+03, 2.31608489598e+05 
5.52727272727e+01, 6.48597625628e+07, 9.93974798014e+02, 1.19620753101e-04, 2.96531809192e+05, 1.28432773164e-01, 9.16530994099e+02, 1.67876931451e+03, 2.31278884578e+05 
5.52727272727e+01, 6.53617659548e+07, 9.95348536517e+02, 1.20084029439e-04, 2.96619071417e+05, 1.28797292405e-01, 9.16740507090e+02, 1.67685882204e+03, 2.30951856812e+05 
5.52727272727e+01, 6.58637693467e+07, 9.96711333711e+02, 1.20546005734e-04, 2.96708451698e+05, 1.29160299122e-01, 9.16950768226e+02, 1.67497874834e+03, 2.30627363705e+05 
5.52727272727e+01, 6.63657727387e+07, 9.98063379133e+02, 1.21006705100e-04, 2.96799911235e+05, 1.29521816441e-01, 9.17161759390e+02, 1.67312835809e+03, 2.30305363768e+05 
5.52727272727e+01, 6.68677761307e+07, 9.99404857325e+02, 1.21466150069e-04, 2.96893412271e+05, 1.29881866929e-01, 9.17373463080e+02, 1.67130694044e+03, 2.29985816575e+05 
5.52727272727e+01, 6.73697795226e+07, 1.00073594800e+03, 1.21924362609e-04, 2.96988918060e+05, 1.30240472616e-01, 9.17585862382e+02, 1.66951380804e+03, 2.29668682730e+05 
5.52727272727e+01, 6.78717829146e+07, 1.00205682623e+03, 1.22381364141e-04, 2.97086392823e+05, 1.30597655006e-01, 9.17798940938e+02, 1.66774829599e+03, 2.29353923827e+05 
5.52727272727e+01, 6.83737863065e+07, 1.00336766258e+03, 1.22837175559e-04, 2.97185801720e+05, 1.30953435102e-01, 9.18012682919e+02, 1.66600976096e+03, 2.29041502420e+05 
5.52727272727e+01, 6.88757896985e+07, 1.00466862329e+03, 1.23291817248e-04, 2.97287110816e+05, 1.31307833415e-01, 9.18227073000e+02, 1.66429758028e+03, 2.28731381990e+05 
5.52727272727e+01, 6.93777930905e+07, 1.00595987040e+03, 1.23745309102e-04, 2.97390287049e+05, 1.31660869985e-01, 9.18442096336e+02, 1.66261115110e+03, 2.28423526910e+05 
5.52727272727e+01, 6.98797964824e+07, 1.00724156190e+03, 1.24197670534e-04, 2.97495298199e+05, 1.32012564393e-01, 9.18657738539e+02, 1.66094988959e+03, 2.28117902423e+05 
5.52727272727e+01, 7.03817998744e+07, 1.00851385189e+03, 1.24648920501e-04, 2.97602112863e+05, 1.32362935777e-01, 9.18873985656e+02, 1.65931323017e+03, 2.27814474605e+05 
5.52727272727e+01, 7.08838032663e+07, 1.00977689066e+03, 1.25099077509e-04, 2.97710700426e+05, 1.32712002844e-01, 9.19090824151e+02, 1.65770062482e+03, 2.27513210345e+05 
5.52727272727e+01, 7.13858066583e+07, 1.01103082486e+03, 1.25548159635e-04, 2.97821031032e+05, 1.33059783884e-01, 9.19308240882e+02, 1.65611154234e+03, 2.27214077314e+05 
5.52727272727e+01, 7.18878100503e+07, 1.01227579758e+03, 1.25996184536e-04, 2.97933075562e+05, 1.33406296785e-01, 9.19526223091e+02, 1.65454546772e+03, 2.26917043941e+05 
5.52727272727e+01, 7.23898134422e+07, 1.01351194850e+03, 1.26443169464e-04, 2.98046805611e+05, 1.33751559039e-01, 9.19744758378e+02, 1.65300190150e+03, 2.26622079391e+05 
5.52727272727e+01, 7.28918168342e+07, 1.01473941399e+03, 1.26889131278e-04, 2.98162193461e+05, 1.34095587763e-01, 9.19963834694e+02, 1.65148035921e+03, 2.26329153540e+05 
5.52727272727e+01, 7.33938202261e+07, 1.01595832719e+03, 1.27334086457e-04, 2.98279212060e+05, 1.34438399701e-01, 9.20183440320e+02, 1.64998037074e+03, 2.26038236952e+05 
5.52727272727e+01, 7.38958236181e+07, 1.01716881816e+03, 1.27778051109e-04, 2.98397835005e+05, 1.34780011241e-01, 9.20403563856e+02, 1.64850147985e+03, 2.25749300859e+05 
5.52727272727e+01, 7.43978270101e+07, 1.01837101393e+03, 1.28221040987e-04, 2.98518036514e+05, 1.35120438424e-01, 9.20624194206e+02, 1.64704324363e+03, 2.25462317142e+05 
5.52727272727e+01, 7.48998304020e+07, 1.01956503860e+03, 1.28663071493e-04, 2.98639791413e+05, 1.35459696953e-01, 9.20845320569e+02, 1.64560523198e+03, 2.25177258307e+05 
5.52727272727e+01, 7.54018337940e+07, 1.02075101347e+03, 1.29104157695e-04, 2.98763075114e+05, 1.35797802202e-01, 9.21066932422e+02, 1.64418702720e+03, 2.24894097470e+05 
5.52727272727e+01, 7.59038371859e+07, 1.02192905708e+03, 1.29544314334e-04, 2.98887863596e+05, 1.36134769229e-01, 9.21289019515e+02, 1.64278822347e+03, 2.24612808336e+05 
5.52727272727e+01, 7.64058405779e+07, 1.02309928532e+03, 1.29983555832e-04, 2.99014133391e+05, 1.36470612783e-01, 9.21511571855e+02, 1.64140842646e+03, 2.24333365186e+05 
5.52727272727e+01, 7.69078439698e+07, 1.02426181150e+03, 1.30421896304e-04, 2.99141861564e+05, 1.36805347309e-01, 9.21734579699e+02, 1.64004725292e+03, 2.24055742853e+05 
5.52727272727e+01, 7.74098473618e+07, 1.02541674641e+03, 1.30859349565e-04, 2.99271025699e+05, 1.37138986964e-01, 9.21958033543e+02, 1.63870433024e+03, 2.23779916710e+05 
5.52727272727e+01, 7.79118507538e+07, 1.02656419845e+03, 1.31295929140e-04, 2.99401603880e+05, 1.37471545618e-01, 9.22181924116e+02, 1.63737929613e+03, 2.23505862657e+05 
5.52727272727e+01, 7.84138541457e+07, 1.02770427362e+03, 1.31731648272e-04, 2.99533574682e+05, 1.37803036867e-01, 9.22406242367e+02, 1.63607179821e+03, 2.23233557100e+05 
5.52727272727e+01, 7.89158575377e+07, 1.02883707567e+03, 1.32166519928e-04, 2.99666917150e+05, 1.38133474036e-01, 9.22630979460e+02, 1.63478149371e+03, 2.22962976940e+05 
5.52727272727e+01, 7.94178609296e+07, 1.02996270610e+03, 1.32600556810e-04, 2.99801610790e+05, 1.38462870191e-01, 9.22856126767e+02, 1.63350804908e+03, 2.22694099558e+05 
5.52727272727e+01, 7.99198643216e+07, 1.03108126427e+03, 1.33033771359e-04, 2.99937635554e+05, 1.38791238140e-01, 9.23081675857e+02, 1.63225113973e+03, 2.22426902801e+05 
5.52727272727e+01, 8.04218677136e+07, 1.03219284743e+03, 1.33466175766e-04, 3.00074971827e+05, 1.39118590448e-01, 9.23307618492e+02, 1.63101044969e+03, 2.22161364971e+05 
5.52727272727e+01, 8.09238711055e+07, 1.03329755080e+03, 1.33897781973e-04, 3.00213600413e+05, 1.39444939436e-01, 9.23533946620e+02, 1.62978567134e+03, 2.21897464811e+05 
5.52727272727e+01, 8.14258744975e+07, 1.03439546763e+03, 1.34328601688e-04, 3.00353502526e+05, 1.39770297190e-01, 9.23760652369e+02, 1.62857650509e+03, 2.21635181491e+05 
5.52727272727e+01, 8.19278778894e+07, 1.03548668921e+03, 1.34758646382e-04, 3.00494659778e+05, 1.40094675568e-01, 9.23987728039e+02, 1.62738265918e+03, 2.21374494601e+05 
5.52727272727e+01, 8.24298812814e+07, 1.03657130501e+03, 1.35187927304e-04, 3.00637054165e+05, 1.40418086207e-01, 9.24215166099e+02, 1.62620384933e+03, 2.21115384133e+05 
5.52727272727e+01, 8.29318846734e+07, 1.03764940263e+03, 1.35616455481e-04, 3.00780668059e+05, 1.40740540524e-01, 9.24442959179e+02, 1.62503979860e+03, 2.20857830477e+05 
5.52727272727e+01, 8.34338880653e+07, 1.03872106793e+03, 1.36044241725e-04, 3.00925484198e+05, 1.41062049727e-01, 9.24671100067e+02, 1.62389023705e+03, 2.20601814407e+05 
5.52727272727e+01, 8.39358914573e+07, 1.03978638503e+03, 1.36471296642e-04, 3.01071485673e+05, 1.41382624816e-01, 9.24899581701e+02, 1.62275490158e+03, 2.20347317069e+05 
5.52727272727e+01, 8.44378948492e+07, 1.04084543640e+03, 1.36897630632e-04, 3.01218655921e+05, 1.41702276592e-01, 9.25128397170e+02, 1.62163353569e+03, 2.20094319976e+05 
5.52727272727e+01, 8.49398982412e+07, 1.04189830284e+03, 1.37323253899e-04, 3.01366978715e+05, 1.42021015659e-01, 9.25357539701e+02, 1.62052588925e+03, 2.19842804992e+05 
5.52727272727e+01, 8.54419016332e+07, 1.04294506359e+03, 1.37748176454e-04, 3.01516438154e+05, 1.42338852430e-01, 9.25587002663e+02, 1.61943171833e+03, 2.19592754331e+05 
5.52727272727e+01, 8.59439050251e+07, 1.04398579633e+03, 1.38172408119e-04, 3.01667018655e+05, 1.42655797132e-01, 9.25816779556e+02, 1.61835078499e+03, 2.19344150540e+05 
5.52727272727e+01, 8.64459084171e+07, 1.04502057724e+03, 1.38595958533e-04, 3.01818704946e+05, 1.42971859810e-01, 9.26046864014e+02, 1.61728285708e+03, 2.19096976495e+05 
5.52727272727e+01, 8.69479118090e+07, 1.04604948104e+03, 1.39018837158e-04, 3.01971482056e+05, 1.43287050332e-01, 9.26277249794e+02, 1.61622770808e+03, 2.18851215391e+05 
5.52727272727e+01, 8.74499152010e+07, 1.04707258101e+03, 1.39441053280e-04, 3.02125335306e+05, 1.43601378393e-01, 9.26507930777e+02, 1.61518511693e+03, 2.18606850736e+05 
5.52727272727e+01, 8.79519185930e+07, 1.04808994903e+03, 1.39862616015e-04, 3.02280250304e+05, 1.43914853518e-01, 9.26738900962e+02, 1.61415486783e+03, 2.18363866339e+05 
5.52727272727e+01, 8.84539219849e+07, 1.04910165564e+03, 1.40283534316e-04, 3.02436212937e+05, 1.44227485069e-01, 9.26970154465e+02, 1.61313675012e+03, 2.18122246307e+05 
5.52727272727e+01, 8.89559253769e+07, 1.05010777005e+03, 1.40703816972e-04, 3.02593209363e+05, 1.44539282246e-01, 9.27201685515e+02, 1.61213055808e+03, 2.17881975036e+05 
5.52727272727e+01, 8.94579287688e+07, 1.05110836017e+03, 1.41123472614e-04, 3.02751226004e+05, 1.44850254092e-01, 9.27433488448e+02, 1.61113609082e+03, 2.17643037202e+05 
5.52727272727e+01, 8.99599321608e+07, 1.05210349268e+03, 1.41542509722e-04, 3.02910249539e+05, 1.45160409496e-01, 9.27665557708e+02, 1.61015315215e+03, 2.17405417755e+05 
5.52727272727e+01, 9.04619355528e+07, 1.05309323301e+03, 1.41960936623e-04, 3.03070266901e+05, 1.45469757198e-01, 9.27897887844e+02, 1.60918155036e+03, 2.17169101916e+05 
5.52727272727e+01, 9.09639389447e+07, 1.05407764539e+03, 1.42378761499e-04, 3.03231265265e+05, 1.45778305790e-01, 9.28130473502e+02, 1.60822109819e+03, 2.16934075165e+05 
5.52727272727e+01, 9.14659423367e+07, 1.05505679291e+03, 1.42795992387e-04, 3.03393232048e+05, 1.46086063723e-01, 9.28363309429e+02, 1.60727161262e+03, 2.16700323238e+05 
5.52727272727e+01, 9.19679457286e+07, 1.05603073750e+03, 1.43212637188e-04, 3.03556154896e+05, 1.46393039307e-01, 9.28596390466e+02, 1.60633291478e+03, 2.16467832120e+05 
5.52727272727e+01, 9.24699491206e+07, 1.05699953998e+03, 1.43628703663e-04, 3.03720021685e+05, 1.46699240715e-01, 9.28829711549e+02, 1.60540482985e+03, 2.16236588039e+05 
5.52727272727e+01, 9.29719525126e+07, 1.05796326010e+03, 1.44044199440e-04, 3.03884820513e+05, 1.47004675986e-01, 9.29063267701e+02, 1.60448718690e+03, 2.16006577460e+05 
5.52727272727e+01, 9.34739559045e+07, 1.05892195654e+03, 1.44459132020e-04, 3.04050539693e+05, 1.47309353031e-01, 9.29297054038e+02, 1.60357981881e+03, 2.15777787082e+05 
5.52727272727e+01, 9.39759592965e+07, 1.05987568694e+03, 1.44873508772e-04, 3.04217167750e+05, 1.47613279630e-01, 9.29531065758e+02, 1.60268256214e+03, 2.15550203827e+05 
5.52727272727e+01, 9.44779626884e+07, 1.06082450796e+03, 1.45287336945e-04, 3.04384693414e+05, 1.47916463439e-01, 9.29765298146e+02, 1.60179525705e+03, 2.15323814843e+05 
5.52727272727e+01, 9.49799660804e+07, 1.06176847524e+03, 1.45700623664e-04, 3.04553105617e+05, 1.48218911994e-01, 9.29999746567e+02, 1.60091774718e+03, 2.15098607489e+05 
5.52727272727e+01, 9.54819694724e+07, 1.06270764348e+03, 1.46113375936e-04, 3.04722393488e+05, 1.48520632709e-01, 9.30234406467e+02, 1.60004987958e+03, 2.14874569340e+05 
5.52727272727e+01, 9.59839728643e+07, 1.06364206644e+03, 1.46525600652e-04, 3.04892546346e+05, 1.48821632881e-01, 9.30469273370e+02, 1.59919150456e+03, 2.14651688173e+05 
5.52727272727e+01, 9.64859762563e+07, 1.06457179695e+03, 1.46937304589e-04, 3.05063553699e+05, 1.49122834949e-01, 9.30704342875e+02, 1.59834247567e+03, 2.14429951971e+05 
5.52727272727e+01, 9.69879796482e+07, 1.06549688694e+03, 1.47348494414e-04, 3.05235405238e+05, 1.49424214998e-01, 9.30939610657e+02, 1.59750264956e+03, 2.14209348910e+05 
5.52727272727e+01, 9.74899830402e+07, 1.06641738749e+03, 1.47759176684e-04, 3.05408090831e+05, 1.49724876999e-01, 9.31175072463e+02, 1.59667188592e+03, 2.13989867363e+05 
5.52727272727e+01, 9.79919864322e+07, 1.06733334880e+03, 1.48169357851e-04, 3.05581600523e+05, 1.50024828112e-01, 9.31410724111e+02, 1.59585004738e+03, 2.13771495889e+05 
5.52727272727e+01, 9.84939898241e+07, 1.06824482023e+03, 1.48579044264e-04, 3.05755924526e+05, 1.50324075389e-01, 9.31646561488e+02, 1.59503699947e+03, 2.13554223232e+05 
5.52727272727e+01, 9.89959932161e+07, 1.06915185034e+03, 1.48988242167e-04, 3.05931053224e+05, 1.50622625772e-01, 9.31882580549e+02, 1.59423261049e+03, 2.13338038317e+05 
5.52727272727e+01, 9.94979966080e+07, 1.07005448687e+03, 1.49396957707e-04, 3.06106977159e+05, 1.50920486096e-01, 9.32118777316e+02, 1.59343675147e+03, 2.13122930245e+05 
5.52727272727e+01, 1.00000000000e+08, 1.07095277679e+03, 1.49805196935e-04, 3.06283687035e+05, 1.51217663092e-01, 9.32355147874e+02, 1.59264929608e+03, 2.12908888289e+05 
5.72828282828e+01, 1.01325000000e+05, 1.62893274071e+00, 1.64464932616e-05, 5.33803739194e+05, 1.91419870261e-02, 6.89144460020e+02, 8.81291584178e+02, 4.71600434252e+05 
5.72828282828e+01, 6.03328391960e+05, 9.87718546258e+00, 1.65107700241e-05, 5.30015143317e+05, 1.94113845443e-02, 6.97219204289e+02, 9.06434140546e+02, 4.68932115743e+05 
5.72828282828e+01, 1.10533178392e+06, 1.84408938756e+01, 1.65846080761e-05, 5.26113864199e+05, 1.97070663357e-02, 7.05601367559e+02, 9.33921705105e+02, 4.66174699027e+05 
5.72828282828e+01, 1.60733517588e+06, 2.73496219114e+01, 1.66692273996e-05, 5.22090796249e+05, 2.00325809322e-02, 7.14316242315e+02, 9.64109699316e+02, 4.63320873173e+05 
5.72828282828e+01, 2.10933856784e+06, 3.66374274155e+01, 1.67660667024e-05, 5.17935612785e+05, 2.03921899062e-02, 7.23392743626e+02, 9.97428572377e+02, 4.60362286363e+05 
5.72828282828e+01, 2.61134195980e+06, 4.63437797771e+01, 1.68768357105e-05, 5.13636541262e+05, 2.07910730690e-02, 7.32864080352e+02, 1.03440405362e+03, 4.57289347047e+05 
5.72828282828e+01, 3.11334535176e+06, 5.65147166116e+01, 1.70035831753e-05, 5.09180084936e+05, 2.12355811669e-02, 7.42768586469e+02, 1.07568413673e+03, 4.54090976498e+05 
5.72828282828e+01, 3.61534874372e+06, 6.72043162427e+01, 1.71487863569e-05, 5.04550675349e+05, 2.17335623623e-02, 7.53150755548e+02, 1.12207546683e+03, 4.50754298184e+05 
5.72828282828e+01, 4.11735213568e+06, 7.84765919240e+01, 1.73154702596e-05, 4.99730234873e+05, 2.22947884734e-02, 7.64062528846e+02, 1.17459302486e+03, 4.47264244254e+05 
5.72828282828e+01, 4.61935552764e+06, 9.04079554825e+01, 1.75073686969e-05, 4.94697621626e+05, 2.29315135609e-02, 7.75564887996e+02, 1.23452884235e+03, 4.43603052536e+05 
5.72828282828e+01, 5.12135891960e+06, 1.03090457937e+02, 1.77291450851e-05, 4.89427920177e+05, 2.36592062285e-02, 7.87729783109e+02, 1.30354824614e+03, 4.39749618013e+05 
5.72828282828e+01, 5.62336231156e+06, 1.16636100101e+02, 1.79866999076e-05, 4.83891530779e+05, 2.44975063395e-02, 8.00642354195e+02, 1.38382624841e+03, 4.35678650661e+05 
5.72828282828e+01, 6.12536570352e+06, 1.31182625672e+02, 1.82876060052e-05, 4.78052999105e+05, 2.54714631192e-02, 8.14403208447e+02, 1.47824262920e+03, 4.31359577075e+05 
5.72828282828e+01, 6.62736909548e+06, 1.46901367238e+02, 1.86417352683e-05, 4.71869524180e+05, 2.66131049919e-02, 8.29130051809e+02, 1.59066211684e+03, 4.26755110202e+05 
5.72828282828e+01, 7.12937248744e+06, 1.64007894053e+02, 1.90621753714e-05, 4.65289103072e+05, 2.79633462436e-02, 8.44956947669e+02, 1.72633412148e+03, 4.21819412003e+05 
5.72828282828e+01, 7.63137587940e+06, 1.82776309283e+02, 1.95665878107e-05, 4.58248369277e+05, 2.95740851210e-02, 8.62027340030e+02, 1.89244601839e+03, 4.16495825365e+05 
5.72828282828e+01, 8.13337927136e+06, 2.03557694461e+02, 2.01792277098e-05, 4.50670498997e+05, 3.15099199310e-02, 8.80472804205e+02, 2.09882228083e+03, 4.10714361290e+05 
5.72828282828e+01, 8.63538266332e+06, 2.26801191411e+02, 2.09338966849e-05, 4.42464476849e+05, 3.38477588998e-02, 9.00361948943e+02, 2.35856622277e+03, 4.04389797393e+05 
5.72828282828e+01, 9.13738605528e+06, 2.53068869020e+02, 2.18779567183e-05, 4.33529518100e+05, 3.66696429050e-02, 9.21591585063e+02, 2.68773338964e+03, 3.97423196170e+05 
5.72828282828e+01, 9.63938944724e+06, 2.83013180216e+02, 2.30765413567e-05, 4.23774632286e+05, 4.00375372175e-02, 9.43674860244e+02, 3.10101391301e+03, 3.89714771753e+05 
5.72828282828e+01, 1.01413928392e+07, 3.17233984309e+02, 2.46125314408e-05, 4.13174021008e+05, 4.39318881637e-02, 9.65375378672e+02, 3.59657433558e+03, 3.81205841869e+05 
5.72828282828e+01, 1.06433962312e+07, 3.55882180335e+02, 2.65703487429e-05, 4.01876262623e+05, 4.81604006095e-02, 9.84321453266e+02, 4.12659810154e+03, 3.71969184327e+05 
5.72828282828e+01, 1.11453996231e+07, 3.98015877753e+02, 2.89885116974e-05, 3.90320691540e+05, 5.23255373492e-02, 9.97464870493e+02, 4.57695150033e+03, 3.62318292023e+05 
5.72828282828e+01, 1.16474030151e+07, 4.41177661040e+02, 3.17906119133e-05, 3.79225667630e+05, 5.59498216204e-02, 1.00279068162e+03, 4.80079467075e+03, 3.52824958701e+05 
5.72828282828e+01, 1.21494064070e+07, 4.82099114297e+02, 3.47703524921e-05, 3.69322433376e+05, 5.87952285122e-02, 1.00043343855e+03, 4.74194219831e+03, 3.44121378143e+05 
5.72828282828e+01, 1.26514097990e+07, 5.18497724935e+02, 3.77027419498e-05, 3.60959695703e+05, 6.10375489087e-02, 9.93078355045e+02, 4.50454220554e+03, 3.36559569742e+05 
5.72828282828e+01, 1.31534131910e+07, 5.49806531258e+02, 4.04518113756e-05, 3.54066006999e+05, 6.29407453849e-02, 9.84083386261e+02, 4.21164838067e+03, 3.30142294851e+05 
5.72828282828e+01, 1.36554165829e+07, 5.76506955281e+02, 4.29727399191e-05, 3.48389616777e+05, 6.46628937497e-02, 9.75207702118e+02, 3.92894005840e+03, 3.24703143512e+05 
5.72828282828e+01, 1.41574199749e+07, 5.99388885611e+02, 4.52704283329e-05, 3.43668613501e+05, 6.62738661789e-02, 9.67064470471e+02, 3.68013087116e+03, 3.20048856254e+05 
5.72828282828e+01, 1.46594233668e+07, 6.19210876408e+02, 4.73692046375e-05, 3.39685959824e+05, 6.78022639217e-02, 9.59820573257e+02, 3.46962955218e+03, 3.16011596332e+05 
5.72828282828e+01, 1.51614267588e+07, 6.36598097504e+02, 4.92974575467e-05, 3.36275779100e+05, 6.92590393929e-02, 9.53472600632e+02, 3.29365583620e+03, 3.12459454769e+05 
5.72828282828e+01, 1.56634301508e+07, 6.52034996403e+02, 5.10811994934e-05, 3.33315391881e+05, 7.06490063742e-02, 9.47942489997e+02, 3.14605819987e+03, 3.09293015418e+05 
5.72828282828e+01, 1.61654335427e+07, 6.65889497336e+02, 5.27422774352e-05, 3.30714620293e+05, 7.19757933827e-02, 9.43125923690e+02, 3.02101732536e+03, 3.06438169610e+05 
5.72828282828e+01, 1.66674369347e+07, 6.78441559045e+02, 5.42985139770e-05, 3.28406509330e+05, 7.32432923456e-02, 9.38918897320e+02, 2.91385500852e+03, 3.03839268848e+05 
5.72828282828e+01, 1.71694403266e+07, 6.89906789758e+02, 5.57643931965e-05, 3.26340462144e+05, 7.44557340927e-02, 9.35229254291e+02, 2.82101528946e+03, 3.01453853429e+05 
5.72828282828e+01, 1.76714437186e+07, 7.00453791003e+02, 5.71517581507e-05, 3.24477492442e+05, 7.56174346716e-02, 9.31979597919e+02, 2.73981885293e+03, 2.99248927838e+05 
5.72828282828e+01, 1.81734471106e+07, 7.10216410921e+02, 5.84703794984e-05, 3.22787004921e+05, 7.67325680830e-02, 9.29106344195e+02, 2.66822220159e+03, 2.97198400052e+05 
5.72828282828e+01, 1.86754505025e+07, 7.19302378646e+02, 5.97283911576e-05, 3.21244597604e+05, 7.78050333305e-02, 9.26557519065e+02, 2.60463714060e+03, 2.95281315600e+05 
5.72828282828e+01, 1.91774538945e+07, 7.27799469626e+02, 6.09326210620e-05, 3.19830532849e+05, 7.88383980671e-02, 9.24290456959e+02, 2.54780637367e+03, 2.93480618216e+05 
5.72828282828e+01, 1.96794572864e+07, 7.35779988780e+02, 6.20888446098e-05, 3.18528648873e+05, 7.98358891825e-02, 9.22269815182e+02, 2.49671900097e+03, 2.91782260569e+05 
